library_id,polynomial_degree,include_sin_cos,stlsq_threshold,system_id,system_name,dimension,source_initial_condition_set,target_initial_condition_set,initial_condition_set,direction,regime,fit_status,integration_status,diverged_or_nonfinite,r2,r2_gt_0_9,sindy_structure_hit_raw,sindy_structure_hit_pruned,active_terms_raw,active_terms_pruned,true_terms,n_library_terms,fit_elapsed_s_context,elapsed_s_evidence_role,n_target_regressions,n_evaluation_integrations,reconstruction_control_integration_status,reconstruction_control_max_abs,reconstruction_control_valid,valid_for_analysis,phasec_representability,phasec_representability_threeway,phasec_support_status,phasec_basis_name,evogrow_seed_policy,evogrow_seed_count,evogrow_seeds,evogrow_structure_hit_raw_rate,evogrow_structure_hit_pruned_rate,evogrow_r2_gt_0_9_rate,evogrow_r2_mean,git_hash,config_fingerprint,stage_cap_behavior_fingerprint
poly_deg2_stlsq_0.1,2,False,0.1,24,Harmonic oscillator without damping,2,1,2,2,IC1_to_IC2,generalization,success,success,False,0.9833242356454956,True,True,True,"[[""x1""],[""x0""]]","[[""x1""],[""x0""]]","[[""x1""],[""x0""]]",6,0.0152058999992732,context_not_evidence,2,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant,mean_rate_over_available_phasec_seeds,1,42,0.0,1.0,1.0,0.9999999999994886,221a3a7,0c9672de35c75a9d,ffb0266c7913352c
poly_deg2_stlsq_0.1,2,False,0.1,24,Harmonic oscillator without damping,2,2,1,1,IC2_to_IC1,generalization,success,success,False,0.983329949156164,True,True,True,"[[""x1""],[""x0""]]","[[""x1""],[""x0""]]","[[""x1""],[""x0""]]",6,0.0159216000010928,context_not_evidence,2,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant,mean_rate_over_available_phasec_seeds,1,42,0.0,1.0,1.0,0.999999999999789,221a3a7,0c9672de35c75a9d,ffb0266c7913352c
poly_deg2_stlsq_0.1,2,False,0.1,52,Maxwell-Bloch equations (laser dynamics),3,1,2,2,IC1_to_IC2,generalization,success,success,False,-10.543718090523049,False,False,False,"[[],[],[""1"",""x0*x1"",""x2""]]","[[],[],[""1"",""x0*x1"",""x2""]]","[[""x0"",""x1""],[""x0*x2"",""x1""],[""1"",""x0*x1"",""x2""]]",10,0.0096719000011944,context_not_evidence,3,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant,mean_rate_over_available_phasec_seeds,1,42,0.0,0.0,0.0,0.5726793383947749,221a3a7,0c9672de35c75a9d,ffb0266c7913352c
poly_deg2_stlsq_0.1,2,False,0.1,52,Maxwell-Bloch equations (laser dynamics),3,2,1,1,IC2_to_IC1,generalization,success,success,False,-7.860811394495812,False,False,False,"[[],[],[""1"",""x0*x1"",""x2""]]","[[],[],[""1"",""x0*x1"",""x2""]]","[[""x0"",""x1""],[""x0*x2"",""x1""],[""1"",""x0*x1"",""x2""]]",10,0.0083001000002695,context_not_evidence,3,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant,mean_rate_over_available_phasec_seeds,1,42,0.0,0.0,1.0,0.9752764322277323,221a3a7,0c9672de35c75a9d,ffb0266c7913352c
poly_deg2_stlsq_0.1,2,False,0.1,63,SEIR infection model (proportions),4,1,2,2,IC1_to_IC2,generalization,success,success,False,-0.4443707818445856,False,False,False,"[[],[""x0*x2"",""x1""],[""x1"",""x2""],[""x2""]]","[[],[""x0*x2"",""x1""],[""x1"",""x2""],[""x2""]]","[[""x0*x2""],[""x0*x2"",""x1""],[""x1"",""x2""],[""x2""]]",15,0.0130812999996123,context_not_evidence,4,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant,mean_rate_over_available_phasec_seeds,1,42,0.0,0.0,0.0,0.8957450961617202,221a3a7,0c9672de35c75a9d,ffb0266c7913352c
poly_deg2_stlsq_0.1,2,False,0.1,63,SEIR infection model (proportions),4,2,1,1,IC2_to_IC1,generalization,success,success,False,-0.1530036001243137,False,False,False,"[[],[""x0*x2"",""x1""],[""x1"",""x2""],[""x2""]]","[[],[""x0*x2"",""x1""],[""x1"",""x2""],[""x2""]]","[[""x0*x2""],[""x0*x2"",""x1""],[""x1"",""x2""],[""x2""]]",15,0.0146220999995421,context_not_evidence,4,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant,mean_rate_over_available_phasec_seeds,1,42,0.0,0.0,0.0,0.4688865646555332,221a3a7,0c9672de35c75a9d,ffb0266c7913352c
poly_deg3_stlsq_0.01,3,False,0.01,2,Population growth (naive),1,1,2,2,IC1_to_IC2,generalization,success,success,False,0.9999391263668704,True,True,True,"[[""x0""]]","[[""x0""]]","[[""x0""]]",4,0.005096400000184,context_not_evidence,1,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant,mean_rate_over_available_phasec_seeds,1,42,1.0,1.0,1.0,0.999999999999986,221a3a7,0c9672de35c75a9d,ffb0266c7913352c
poly_deg3_stlsq_0.01,3,False,0.01,2,Population growth (naive),1,2,1,1,IC2_to_IC1,generalization,success,success,False,0.9999391263667866,True,True,True,"[[""x0""]]","[[""x0""]]","[[""x0""]]",4,0.0047907000007398,context_not_evidence,1,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant,mean_rate_over_available_phasec_seeds,1,42,1.0,1.0,1.0,0.9999999999999862,221a3a7,0c9672de35c75a9d,ffb0266c7913352c
poly_deg3_stlsq_0.01,3,False,0.01,24,Harmonic oscillator without damping,2,1,2,2,IC1_to_IC2,generalization,success,diverged,True,-1.6889060337961917e+36,False,False,False,"[[""x0^2*x1"",""x1"",""x1^3""],[""x0"",""x0*x1^2"",""x0^3""]]","[[""x0^2*x1"",""x1"",""x1^3""],[""x0"",""x0*x1^2"",""x0^3""]]","[[""x1""],[""x0""]]",10,0.0101916000003257,context_not_evidence,2,1,diverged,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant,mean_rate_over_available_phasec_seeds,1,42,0.0,1.0,1.0,0.9999999999994886,221a3a7,0c9672de35c75a9d,ffb0266c7913352c
poly_deg3_stlsq_0.01,3,False,0.01,24,Harmonic oscillator without damping,2,2,1,1,IC2_to_IC1,generalization,success,diverged,True,-1.933696086897709e+35,False,False,False,"[[""x1""],[""x0"",""x0*x1^2"",""x0^3""]]","[[""x1""],[""x0"",""x0*x1^2"",""x0^3""]]","[[""x1""],[""x0""]]",10,0.0131306999992375,context_not_evidence,2,1,diverged,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant,mean_rate_over_available_phasec_seeds,1,42,0.0,1.0,1.0,0.999999999999789,221a3a7,0c9672de35c75a9d,ffb0266c7913352c
poly_deg3_stlsq_0.01,3,False,0.01,63,SEIR infection model (proportions),4,1,2,2,IC1_to_IC2,generalization,success,diverged,True,-2.09037658319155e+29,False,False,False,"[[""x0"",""x0*x1"",""x0*x1^2"",""x0*x2"",""x0*x2^2"",""x0*x3"",""x0^2"",""x0^2*x1"",""x0^2*x2"",""x0^3"",""x1"",""x1^2"",""x2"",""x2*x3"",""x2^2"",""x3""],[""1"",""x0"",""x0*x1"",""x0*x1^2"",""x0*x2"",""x0*x2*x3"",""x0*x2^2"",""x0^2"",""x0^2*x1"",""x0^2*x2"",""x0^3"",""x1"",""x1^2"",""x1^3"",""x2"",""x2*x3"",""x2*x3^2"",""x2^2"",""x2^2*x3"",""x2^3"",""x3"",""x3^2""],[""x0"",""x0*x1"",""x0*x1^2"",""x0*x2"",""x0*x2^2"",""x0*x3"",""x0^2"",""x0^2*x1"",""x0^2*x2"",""x0^2*x3"",""x0^3"",""x1"",""x1*x2"",""x1*x3"",""x1^2"",""x1^3"",""x2"",""x2^2"",""x2^3"",""x3"",""x3^2""],[""1"",""x0"",""x0*x1"",""x0*x1^2"",""x0*x2"",""x0*x2^2"",""x0*x3^2"",""x0^2*x1"",""x0^2*x2"",""x0^2*x3"",""x1"",""x1^2"",""x1^3"",""x2"",""x2*x3^2"",""x2^2"",""x2^3"",""x3"",""x3^2""]]","[[""x0"",""x0*x1"",""x0*x1^2"",""x0*x2"",""x0*x2^2"",""x0*x3"",""x0^2"",""x0^2*x1"",""x0^2*x2"",""x0^3"",""x1"",""x1^2"",""x2"",""x2*x3"",""x2^2"",""x3""],[""1"",""x0"",""x0*x1"",""x0*x1^2"",""x0*x2"",""x0*x2*x3"",""x0*x2^2"",""x0^2"",""x0^2*x1"",""x0^2*x2"",""x0^3"",""x1"",""x1^2"",""x1^3"",""x2"",""x2*x3"",""x2*x3^2"",""x2^2"",""x2^2*x3"",""x2^3"",""x3"",""x3^2""],[""x0"",""x0*x1"",""x0*x1^2"",""x0*x2"",""x0*x2^2"",""x0*x3"",""x0^2"",""x0^2*x1"",""x0^2*x2"",""x0^2*x3"",""x0^3"",""x1"",""x1*x2"",""x1*x3"",""x1^2"",""x1^3"",""x2"",""x2^2"",""x2^3"",""x3"",""x3^2""],[""1"",""x0"",""x0*x1"",""x0*x1^2"",""x0*x2"",""x0*x2^2"",""x0*x3^2"",""x0^2*x1"",""x0^2*x2"",""x0^2*x3"",""x1"",""x1^2"",""x1^3"",""x2"",""x2*x3^2"",""x2^2"",""x2^3"",""x3"",""x3^2""]]","[[""x0*x2""],[""x0*x2"",""x1""],[""x1"",""x2""],[""x2""]]",35,0.0265661000012187,context_not_evidence,4,1,diverged,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant,mean_rate_over_available_phasec_seeds,1,42,0.0,0.0,0.0,0.8957450961617202,221a3a7,0c9672de35c75a9d,ffb0266c7913352c
poly_deg3_stlsq_0.01,3,False,0.01,63,SEIR infection model (proportions),4,2,1,1,IC2_to_IC1,generalization,success,diverged,True,-2.50010700656768e+28,False,False,False,"[[""1"",""x0"",""x0*x1^2"",""x0*x2"",""x0*x2^2"",""x0*x3"",""x0^2"",""x0^2*x2"",""x1"",""x1*x2"",""x1*x2^2"",""x1^2"",""x1^3"",""x2"",""x2*x3"",""x2^2"",""x2^2*x3"",""x2^3"",""x3""],[""1"",""x0"",""x0*x1"",""x0*x1*x3"",""x0*x1^2"",""x0*x2"",""x0*x2^2"",""x0*x3"",""x0^2"",""x0^2*x1"",""x0^2*x2"",""x0^3"",""x1"",""x1*x2^2"",""x1*x3"",""x1^2"",""x1^2*x2"",""x1^3"",""x2"",""x2*x3^2"",""x2^2"",""x2^2*x3"",""x2^3"",""x3"",""x3^2""],[""1"",""x0"",""x0*x1"",""x0*x1*x3"",""x0*x1^2"",""x0*x2"",""x0*x2*x3"",""x0*x2^2"",""x0*x3"",""x0*x3^2"",""x0^2"",""x0^2*x1"",""x0^2*x2"",""x0^2*x3"",""x0^3"",""x1"",""x1*x2*x3"",""x1*x2^2"",""x1*x3"",""x1^2"",""x1^2*x2"",""x1^2*x3"",""x1^3"",""x2"",""x2*x3"",""x2^2"",""x2^3"",""x3"",""x3^2"",""x3^3""],[""1"",""x0"",""x0*x1"",""x0*x1^2"",""x0*x2"",""x0*x2^2"",""x0*x3^2"",""x0^2*x1"",""x0^2*x2"",""x1"",""x1*x2"",""x1*x3"",""x1^2"",""x1^3"",""x2"",""x2*x3^2"",""x2^2"",""x2^3"",""x3"",""x3^2"",""x3^3""]]","[[""1"",""x0"",""x0*x1^2"",""x0*x2"",""x0*x2^2"",""x0*x3"",""x0^2"",""x0^2*x2"",""x1"",""x1*x2"",""x1*x2^2"",""x1^2"",""x1^3"",""x2"",""x2*x3"",""x2^2"",""x2^2*x3"",""x2^3"",""x3""],[""1"",""x0"",""x0*x1"",""x0*x1*x3"",""x0*x1^2"",""x0*x2"",""x0*x2^2"",""x0*x3"",""x0^2"",""x0^2*x1"",""x0^2*x2"",""x0^3"",""x1"",""x1*x2^2"",""x1*x3"",""x1^2"",""x1^2*x2"",""x1^3"",""x2"",""x2*x3^2"",""x2^2"",""x2^2*x3"",""x2^3"",""x3"",""x3^2""],[""1"",""x0"",""x0*x1"",""x0*x1*x3"",""x0*x1^2"",""x0*x2"",""x0*x2*x3"",""x0*x2^2"",""x0*x3"",""x0*x3^2"",""x0^2"",""x0^2*x1"",""x0^2*x2"",""x0^2*x3"",""x0^3"",""x1"",""x1*x2*x3"",""x1*x2^2"",""x1*x3"",""x1^2"",""x1^2*x2"",""x1^2*x3"",""x1^3"",""x2"",""x2*x3"",""x2^2"",""x2^3"",""x3"",""x3^2"",""x3^3""],[""1"",""x0"",""x0*x1"",""x0*x1^2"",""x0*x2"",""x0*x2^2"",""x0*x3^2"",""x0^2*x1"",""x0^2*x2"",""x1"",""x1*x2"",""x1*x3"",""x1^2"",""x1^3"",""x2"",""x2*x3^2"",""x2^2"",""x2^3"",""x3"",""x3^2"",""x3^3""]]","[[""x0*x2""],[""x0*x2"",""x1""],[""x1"",""x2""],[""x2""]]",35,0.0437224999986938,context_not_evidence,4,1,diverged,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant,mean_rate_over_available_phasec_seeds,1,42,0.0,0.0,0.0,0.4688865646555332,221a3a7,0c9672de35c75a9d,ffb0266c7913352c
poly_deg3_stlsq_0.1,3,False,0.1,2,Population growth (naive),1,1,2,2,IC1_to_IC2,generalization,success,success,False,0.9999391263668704,True,True,True,"[[""x0""]]","[[""x0""]]","[[""x0""]]",4,0.004570799999783,context_not_evidence,1,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant,mean_rate_over_available_phasec_seeds,1,42,1.0,1.0,1.0,0.999999999999986,221a3a7,0c9672de35c75a9d,ffb0266c7913352c
poly_deg3_stlsq_0.1,3,False,0.1,2,Population growth (naive),1,2,1,1,IC2_to_IC1,generalization,success,success,False,0.9999391263667866,True,True,True,"[[""x0""]]","[[""x0""]]","[[""x0""]]",4,0.0046508000014,context_not_evidence,1,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant,mean_rate_over_available_phasec_seeds,1,42,1.0,1.0,1.0,0.9999999999999862,221a3a7,0c9672de35c75a9d,ffb0266c7913352c
poly_deg3_stlsq_0.1,3,False,0.1,24,Harmonic oscillator without damping,2,1,2,2,IC1_to_IC2,generalization,success,diverged,True,-2.4893218518072895e+20,False,False,False,"[[""x1""],[""x0"",""x0*x1^2"",""x0^3""]]","[[""x1""],[""x0"",""x0*x1^2"",""x0^3""]]","[[""x1""],[""x0""]]",10,0.0142513999999209,context_not_evidence,2,1,diverged,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant,mean_rate_over_available_phasec_seeds,1,42,0.0,1.0,1.0,0.9999999999994886,221a3a7,0c9672de35c75a9d,ffb0266c7913352c
poly_deg3_stlsq_0.1,3,False,0.1,24,Harmonic oscillator without damping,2,2,1,1,IC2_to_IC1,generalization,success,success,False,0.983329949156164,True,True,True,"[[""x1""],[""x0""]]","[[""x1""],[""x0""]]","[[""x1""],[""x0""]]",10,0.0174721000003046,context_not_evidence,2,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant,mean_rate_over_available_phasec_seeds,1,42,0.0,1.0,1.0,0.999999999999789,221a3a7,0c9672de35c75a9d,ffb0266c7913352c
poly_deg3_stlsq_0.1,3,False,0.1,52,Maxwell-Bloch equations (laser dynamics),3,1,2,2,IC1_to_IC2,generalization,success,success,False,-48.61987124719473,False,False,False,"[[],[],[""1"",""x0"",""x0*x1^2"",""x0^2"",""x0^2*x1"",""x1"",""x1^3"",""x2^2""]]","[[],[],[""1"",""x0"",""x0*x1^2"",""x0^2"",""x0^2*x1"",""x1"",""x1^3"",""x2^2""]]","[[""x0"",""x1""],[""x0*x2"",""x1""],[""1"",""x0*x1"",""x2""]]",20,0.0152677999994921,context_not_evidence,3,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant,mean_rate_over_available_phasec_seeds,1,42,0.0,0.0,0.0,0.5726793383947749,221a3a7,0c9672de35c75a9d,ffb0266c7913352c
poly_deg3_stlsq_0.1,3,False,0.1,52,Maxwell-Bloch equations (laser dynamics),3,2,1,1,IC2_to_IC1,generalization,success,diverged,True,-5.727406574356727e+19,False,False,False,"[[],[],[""1"",""x0"",""x0*x1^2"",""x0*x2^2"",""x1""]]","[[],[],[""1"",""x0"",""x0*x1^2"",""x0*x2^2"",""x1""]]","[[""x0"",""x1""],[""x0*x2"",""x1""],[""1"",""x0*x1"",""x2""]]",20,0.0204757999999856,context_not_evidence,3,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant,mean_rate_over_available_phasec_seeds,1,42,0.0,0.0,1.0,0.9752764322277323,221a3a7,0c9672de35c75a9d,ffb0266c7913352c
poly_deg3_stlsq_0.1,3,False,0.1,63,SEIR infection model (proportions),4,1,2,2,IC1_to_IC2,generalization,success,success,False,-0.4443707818445856,False,False,False,"[[],[""x0*x2"",""x1""],[""x1"",""x2""],[""x2""]]","[[],[""x0*x2"",""x1""],[""x1"",""x2""],[""x2""]]","[[""x0*x2""],[""x0*x2"",""x1""],[""x1"",""x2""],[""x2""]]",35,0.0162827000003744,context_not_evidence,4,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant,mean_rate_over_available_phasec_seeds,1,42,0.0,0.0,0.0,0.8957450961617202,221a3a7,0c9672de35c75a9d,ffb0266c7913352c
poly_deg3_stlsq_0.1,3,False,0.1,63,SEIR infection model (proportions),4,2,1,1,IC2_to_IC1,generalization,success,success,False,-0.1382557956196939,False,False,False,"[[],[""x1"",""x1^2""],[""x1"",""x2""],[""x2""]]","[[],[""x1"",""x1^2""],[""x1"",""x2""],[""x2""]]","[[""x0*x2""],[""x0*x2"",""x1""],[""x1"",""x2""],[""x2""]]",35,0.0150961999988794,context_not_evidence,4,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant,mean_rate_over_available_phasec_seeds,1,42,0.0,0.0,0.0,0.4688865646555332,221a3a7,0c9672de35c75a9d,ffb0266c7913352c
poly_deg4_stlsq_0.01,4,False,0.01,2,Population growth (naive),1,1,2,2,IC1_to_IC2,generalization,success,success,False,0.9999391263668704,True,True,True,"[[""x0""]]","[[""x0""]]","[[""x0""]]",5,0.0045081999996909,context_not_evidence,1,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant,mean_rate_over_available_phasec_seeds,1,42,1.0,1.0,1.0,0.999999999999986,221a3a7,0c9672de35c75a9d,ffb0266c7913352c
