system_id,initial_condition_set,dimension,hash_format,time_axis_order,state_axis_order,time_shape,state_shape,time_min,time_max,state_min,state_max,time_sha256,state_sha256
23,1,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,-2.74,0.2112089751740903,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,23439dcce1325c814f14af6cdb1b359c5c73aaff830ee17a7b36e647ea5e5830
23,2,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,0.21169735213977303,1.65,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,ad928dbfb7a9dea663c07b6844b5ee6c1584d6359f63ae1202ba376f02154491
24,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.5804271406799938,0.580428830003751,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,7a0cb065a725ce6f96bb42f2513fe021f726e088c0090ed0db0b96fbcf902391
24,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.19999610537980508,0.2,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,33ed2a81e4f4e66426a0dc51832715f1c58dce189922fbe2014a3b0a2920f08c
25,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.22216600966595773,0.16132492277188626,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,a7dceadbe022cc4ee282ada4fa0da21a10871e46887dc09f15ddfcd413760e52
25,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.3,0.22238144208962451,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,99bf42da31a6c29b1e47aedb5b323b84b8cfc5ca33584d07ae772bec9f0c2349
26,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.000866774776438768,5.0,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,f6d3ae3e04b3230a1f565ad8369ebb166ef052fb0929f2a208013935246a327d
26,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.00011930578949375374,3.6,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,2b0b9d3bee6e268ae51b85313da38d2024fcc464b242ac7c1a62e9ec15b08c9f
27,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.009282575593634521,9.298204244447481,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,8e397c0a0e10c1af32d8c1271f0d082edbd6f1f9f6a8199f27bc9b012e2a99e3
27,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.12704176240430207,5.438807996343963,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,1924b11ad9cc3f14a58c59652af51911d9eb547ea7cc16e82b46ccd4ba4ea717
28,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-1.9,1.8999972451052962,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,db6505ac3c4858e6784210d5a65988709c2922b167a0bbdac4de5ef01f7b75a1
28,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.9275620243985205,0.9275689700006522,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,cd1984c237edb4621aeaa1bb4fc0c2d684c0863053ea86fff62b5cfa83751d4a
29,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-2.287455018380646,3.4127114885604164,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,822cec6dfe225bd940e8ccf42dd975b850022b4b943e102fbaeb71f002f03f65
29,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.8781580975677677,1.3100802282341493,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,f4d9d5e00c481855196197ce0bcce07ab81f95f576d0a9d61af472818b236eab
30,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.04,0.5418143366737244,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,be56d1a1c0f8ca923b02c6672b8d4e931a9c1a39a6b359b1f7b3af50f439a643
30,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.1,0.5575427263300302,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,d7609aa418e5acc567633eb3e87ff6108ae83927d6d475bbf4b9bd885742bbfa
31,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.00038243530027740817,7.2,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,9da092858c971ab0dd92fc3591efacc6d64a01cd5807018f5f8880a7f2c37cd0
31,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,1.4851388359569527e-16,29.072939049290163,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,a8940691d41394980a6a66709e71b0024bc760e247d8245aff0dc6a21c8f5320
32,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-2.0862319485409304,2.2256069365862143,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,e71d9da3348a5cfd7f351f23896df3e3f40c9a70dcb268285ab6242c057a5e6b
32,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-22.430800427765323,20.656630986353957,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,f896099628b573e9a345f4b4199d5fcfc1f5062b8e48ba7b23fb9d1df084110e
33,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.2594982669817227,19.98904670817327,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,4a4737f04d81e59996d7d0f417290938eef08c2b90abebba0b739bb8506d6073
33,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.8,26.32947207627834,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,8d455b69c1cc4edd1f9ccead5b26a6289ce7fa1f88f35fe0277009deee1f5f6f
34,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-2.099957200869803,2.1,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,c591174b487a96a12a6d8f09946bd57da19e238b837ca2d021aec8e0e906f013
34,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-1.2364289465851548,1.236445737556082,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,b1a03ae3c6b7e8cf7617e09aa6e7be052cb06a43313ced1038a16b304d0bc37b
35,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-3.02759154317332,1.3403133753544143,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,2e177f96bf96d59d6c78a30e28b70aa67a8f7050156e4985071d650b63291667
35,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.48765448735514383,3.885370030124888,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,0cb8338c2f3e51c6c7887c176f4008e6f781a9d95f9f65ddeb7d06e44ccd2dfd
36,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.40175991067692773,0.9,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,8c45b194ab0d345d546710765721698ab78c258d6984eb6e007967dbc22ecceb
36,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.8306601072190122,1.34,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,cb8f55e7476390fecd9e6e42b057aef5956d04ece03d2cc2fd0be05b8c5cf05a
37,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-2.25572440941492,2.2,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,9db6c79103b98aaef78e6404a6aa526b12af1245d6924529518721f0b0ffafd2
37,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-2.336592444517446,3.3359425762205284,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,8872f3e6aa0f9782e65b50a9b881a53a853756c392f0d8a93a78f606106e6422
38,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-2.0232766626829424,2.023408842518888,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,3c0888d3c690c652c0b2e114db7f23fb9850b6ef2ce61c9509e866879ec823ec
38,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-2.023383229075731,2.023411511688607,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,9e6c9b57c0eec22fdeb99e43f8df155434283e5ca1c143e3118d4394d13dbfe2
39,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.2585676743869789,0.4286259407662696,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,efa4d409369afb271c7f3b091121f6deea9b8fa93d3ab4f597d3423bb5b8b2ca
39,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.7177825210201417,0.38598957990017013,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,56d728e0a27d53a5dde0d276e689e1816cf4f0b39ac5e91289e93a5fe2397564
40,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-2.554737085830581,2.3803760918322245,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,1493e5a1f8583385b980deea8ec96febb6246387c1ea8d74811ccd940dfcfc8d
40,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-2.5246145572735053,2.042378097263735,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,1d543b8ae19ba2d3841b411434e259a9390d1245bb234c95f1ee624c0f1ffa1c
41,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.07241758183385491,1.201459645504292,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,42832cdb377069085ea6c5fe50c2acde55dae8caeb4aa175968cc61cd540870f
41,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.02,1.9202810091207043,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,0d5beea10293a02a60a94d0461e17f9dc8b9642314709ee372c273467c75566a
42,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.2,8.24355886736319,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,e9dbb48df5c38ee7b7957333cd0b0ab78a2ac7470511571bc0adbd2ee148b782
42,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.3699537485515121,7.848126202250199,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,b022a369ff850d65bd25d706612f7637d729b782153e1542620b4f2e6fcbade7
43,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.2,20.17946708336562,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,40af7305c0c7c18152b589b624bbf8a15d2d60f92d6a4b94e27ee78531ae6f23
43,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-1.9,20.903572569126744,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,d82d4af218a2e2bca5e6c5a5bef6967131b3a16fd9803c2f36a51cd285a46029
44,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.2,14.516817842576328,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,a8f93f2bffc21d4c5e328ce317be352a68005a2fb0658709cbb6ebcf9bf5b8ce
44,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-1.9,13.182347947542798,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,7dc1fc2733c9499878278cf3c3ba1b98835c3629800d85ae00093267ea7f3ee3
