library_id,polynomial_degree,include_sin_cos,stlsq_threshold,system_id,system_name,dimension,source_initial_condition_set,target_initial_condition_set,initial_condition_set,direction,regime,fit_status,integration_status,diverged_or_nonfinite,r2,r2_gt_0_9,sindy_structure_hit_raw,sindy_structure_hit_pruned,active_terms_raw,active_terms_pruned,true_terms,n_library_terms,fit_elapsed_s_context,elapsed_s_evidence_role,n_target_regressions,n_evaluation_integrations,reconstruction_control_integration_status,reconstruction_control_max_abs,reconstruction_control_valid,valid_for_analysis,phasec_representability,phasec_representability_threeway,phasec_support_status,phasec_basis_name
poly_deg2_stlsq_0.01,2,False,0.01,5,Velocity of a falling object with air resistance,1,1,2,1,IC1_to_IC2,reconstruction,success,success,False,0.7854675957225403,False,False,False,"[[""1""]]","[[""1""]]","[[""1"",""x0^2""]]",3,0.01820199999929173,context_not_evidence,1,2,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,5,Velocity of a falling object with air resistance,1,1,2,2,IC1_to_IC2,generalization,success,success,False,-922.7972862217979,False,False,False,"[[""1""]]","[[""1""]]","[[""1"",""x0^2""]]",3,0.01820199999929173,context_not_evidence,1,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,5,Velocity of a falling object with air resistance,1,2,1,2,IC2_to_IC1,reconstruction,success,success,False,0.22634586799006973,False,False,False,"[[""1""]]","[[""1""]]","[[""1"",""x0^2""]]",3,0.00541009999869857,context_not_evidence,1,2,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,5,Velocity of a falling object with air resistance,1,2,1,1,IC2_to_IC1,generalization,success,success,False,-5.174167228149249,False,False,False,"[[""1""]]","[[""1""]]","[[""1"",""x0^2""]]",3,0.00541009999869857,context_not_evidence,1,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,6,Autocatalysis with one fixed abundant chemical,1,1,2,1,IC1_to_IC2,reconstruction,success,success,False,0.9998711801479369,True,True,True,"[[""x0"",""x0^2""]]","[[""x0"",""x0^2""]]","[[""x0"",""x0^2""]]",3,0.007380099996225908,context_not_evidence,1,2,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,6,Autocatalysis with one fixed abundant chemical,1,1,2,2,IC1_to_IC2,generalization,success,success,False,0.9999450005397047,True,True,True,"[[""x0"",""x0^2""]]","[[""x0"",""x0^2""]]","[[""x0"",""x0^2""]]",3,0.007380099996225908,context_not_evidence,1,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,6,Autocatalysis with one fixed abundant chemical,1,2,1,2,IC2_to_IC1,reconstruction,success,success,False,0.999944796808113,True,True,True,"[[""x0"",""x0^2""]]","[[""x0"",""x0^2""]]","[[""x0"",""x0^2""]]",3,0.00789019999501761,context_not_evidence,1,2,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,6,Autocatalysis with one fixed abundant chemical,1,2,1,1,IC2_to_IC1,generalization,success,success,False,0.9998716472749604,True,True,True,"[[""x0"",""x0^2""]]","[[""x0"",""x0^2""]]","[[""x0"",""x0^2""]]",3,0.00789019999501761,context_not_evidence,1,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,7,Gompertz law for tumor growth,1,1,2,1,IC1_to_IC2,reconstruction,success,success,False,0.9999824177057518,True,False,False,"[[""1"",""x0""]]","[[""1"",""x0""]]",[[]],3,0.010085800000524614,context_not_evidence,1,2,success,0.0,True,True,surrogate,surrogate:eq1_not_representable,eq1_not_representable,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,7,Gompertz law for tumor growth,1,1,2,2,IC1_to_IC2,generalization,success,success,False,0.5530197782750067,False,False,False,"[[""1"",""x0""]]","[[""1"",""x0""]]",[[]],3,0.010085800000524614,context_not_evidence,1,1,success,0.0,True,True,surrogate,surrogate:eq1_not_representable,eq1_not_representable,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,7,Gompertz law for tumor growth,1,2,1,2,IC2_to_IC1,reconstruction,success,success,False,0.9997772063698578,True,False,False,"[[""1"",""x0""]]","[[""1"",""x0""]]",[[]],3,0.06959089999872958,context_not_evidence,1,2,success,0.0,True,True,surrogate,surrogate:eq1_not_representable,eq1_not_representable,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,7,Gompertz law for tumor growth,1,2,1,1,IC2_to_IC1,generalization,success,success,False,-128.82001593235773,False,False,False,"[[""1"",""x0""]]","[[""1"",""x0""]]",[[]],3,0.06959089999872958,context_not_evidence,1,1,success,0.0,True,True,surrogate,surrogate:eq1_not_representable,eq1_not_representable,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,8,Logistic equation with Allee effect,1,1,2,1,IC1_to_IC2,reconstruction,success,success,False,-205965.51650031435,False,False,False,"[[""1"",""x0""]]","[[""1"",""x0""]]","[[""x0"",""x0^2"",""x0^3""]]",3,0.005323999997926876,context_not_evidence,1,2,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,8,Logistic equation with Allee effect,1,1,2,2,IC1_to_IC2,generalization,success,success,False,-4253810781.670593,False,False,False,"[[""1"",""x0""]]","[[""1"",""x0""]]","[[""x0"",""x0^2"",""x0^3""]]",3,0.005323999997926876,context_not_evidence,1,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,8,Logistic equation with Allee effect,1,2,1,2,IC2_to_IC1,reconstruction,success,success,False,0.9999994502460838,True,False,False,"[[""x0"",""x0^2""]]","[[""x0"",""x0^2""]]","[[""x0"",""x0^2"",""x0^3""]]",3,0.005036000002291985,context_not_evidence,1,2,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,8,Logistic equation with Allee effect,1,2,1,1,IC2_to_IC1,generalization,success,diverged,True,-2.6773064249278376e+20,False,False,False,"[[""x0"",""x0^2""]]","[[""x0"",""x0^2""]]","[[""x0"",""x0^2"",""x0^3""]]",3,0.005036000002291985,context_not_evidence,1,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,9,Language death model for two languages,1,1,2,1,IC1_to_IC2,reconstruction,success,success,False,0.9999741862930568,True,True,True,"[[""1"",""x0""]]","[[""1"",""x0""]]","[[""1"",""x0""]]",3,0.004857899999478832,context_not_evidence,1,2,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,9,Language death model for two languages,1,1,2,2,IC1_to_IC2,generalization,success,success,False,0.9999743096193578,True,True,True,"[[""1"",""x0""]]","[[""1"",""x0""]]","[[""1"",""x0""]]",3,0.004857899999478832,context_not_evidence,1,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,9,Language death model for two languages,1,2,1,2,IC2_to_IC1,reconstruction,success,success,False,0.9999741793954032,True,True,True,"[[""1"",""x0""]]","[[""1"",""x0""]]","[[""1"",""x0""]]",3,0.0045892000052845106,context_not_evidence,1,2,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,9,Language death model for two languages,1,2,1,1,IC2_to_IC1,generalization,success,success,False,0.9999728535853136,True,True,True,"[[""1"",""x0""]]","[[""1"",""x0""]]","[[""1"",""x0""]]",3,0.0045892000052845106,context_not_evidence,1,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,10,Refined language death model for two languages,1,1,2,1,IC1_to_IC2,reconstruction,success,success,False,0.9993692176690725,True,False,False,"[[""x0"",""x0^2""]]","[[""x0"",""x0^2""]]",[[]],3,0.005131999998411629,context_not_evidence,1,2,success,0.0,True,True,surrogate,surrogate:eq1_not_representable,eq1_not_representable,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,10,Refined language death model for two languages,1,1,2,2,IC1_to_IC2,generalization,success,success,False,0.9972078059813888,True,False,False,"[[""x0"",""x0^2""]]","[[""x0"",""x0^2""]]",[[]],3,0.005131999998411629,context_not_evidence,1,1,success,0.0,True,True,surrogate,surrogate:eq1_not_representable,eq1_not_representable,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,10,Refined language death model for two languages,1,2,1,2,IC2_to_IC1,reconstruction,success,success,False,0.9999740571664104,True,False,False,"[[""x0"",""x0^2""]]","[[""x0"",""x0^2""]]",[[]],3,0.004851999998209067,context_not_evidence,1,2,success,0.0,True,True,surrogate,surrogate:eq1_not_representable,eq1_not_representable,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,10,Refined language death model for two languages,1,2,1,1,IC2_to_IC1,generalization,success,diverged,True,-2.4555359994281386e+17,False,False,False,"[[""x0"",""x0^2""]]","[[""x0"",""x0^2""]]",[[]],3,0.004851999998209067,context_not_evidence,1,1,success,0.0,True,True,surrogate,surrogate:eq1_not_representable,eq1_not_representable,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,11,Naive critical slowing down (statistical mechanics),1,1,2,1,IC1_to_IC2,reconstruction,success,success,False,0.2129906719007022,False,False,False,"[[""1"",""x0"",""x0^2""]]","[[""1"",""x0"",""x0^2""]]","[[""x0^3""]]",3,0.004710499997599982,context_not_evidence,1,2,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,11,Naive critical slowing down (statistical mechanics),1,1,2,2,IC1_to_IC2,generalization,success,success,False,-0.7855686342945405,False,False,False,"[[""1"",""x0"",""x0^2""]]","[[""1"",""x0"",""x0^2""]]","[[""x0^3""]]",3,0.004710499997599982,context_not_evidence,1,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,11,Naive critical slowing down (statistical mechanics),1,2,1,2,IC2_to_IC1,reconstruction,success,success,False,0.9694343810920566,True,False,False,"[[""1"",""x0"",""x0^2""]]","[[""1"",""x0"",""x0^2""]]","[[""x0^3""]]",3,0.004358300000603776,context_not_evidence,1,2,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,11,Naive critical slowing down (statistical mechanics),1,2,1,1,IC2_to_IC1,generalization,success,success,False,0.9814594634519099,True,False,False,"[[""1"",""x0"",""x0^2""]]","[[""1"",""x0"",""x0^2""]]","[[""x0^3""]]",3,0.004358300000603776,context_not_evidence,1,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,12,Photons in a laser (simple),1,1,2,1,IC1_to_IC2,reconstruction,success,success,False,0.9999255904379042,True,False,False,"[[""1"",""x0"",""x0^2""]]","[[""1"",""x0"",""x0^2""]]","[[""x0"",""x0^2""]]",3,0.007037299998046365,context_not_evidence,1,2,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,12,Photons in a laser (simple),1,1,2,2,IC1_to_IC2,generalization,success,success,False,0.9999403328941893,True,False,False,"[[""1"",""x0"",""x0^2""]]","[[""1"",""x0"",""x0^2""]]","[[""x0"",""x0^2""]]",3,0.007037299998046365,context_not_evidence,1,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,12,Photons in a laser (simple),1,2,1,2,IC2_to_IC1,reconstruction,success,success,False,0.9999570577476173,True,True,True,"[[""x0"",""x0^2""]]","[[""x0"",""x0^2""]]","[[""x0"",""x0^2""]]",3,0.005320299998857081,context_not_evidence,1,2,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,12,Photons in a laser (simple),1,2,1,1,IC2_to_IC1,generalization,success,success,False,0.9999264695193969,True,True,True,"[[""x0"",""x0^2""]]","[[""x0"",""x0^2""]]","[[""x0"",""x0^2""]]",3,0.005320299998857081,context_not_evidence,1,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,13,Overdamped bead on a rotating hoop,1,1,2,1,IC1_to_IC2,reconstruction,success,success,False,0.9998351357417594,True,False,False,"[[""1"",""x0"",""x0^2""]]","[[""1"",""x0"",""x0^2""]]",[[]],3,0.00734990000637481,context_not_evidence,1,2,success,0.0,True,True,surrogate,surrogate:eq1_not_representable,eq1_not_representable,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,13,Overdamped bead on a rotating hoop,1,1,2,2,IC1_to_IC2,generalization,success,success,False,0.9983828062480267,True,False,False,"[[""1"",""x0"",""x0^2""]]","[[""1"",""x0"",""x0^2""]]",[[]],3,0.00734990000637481,context_not_evidence,1,1,success,0.0,True,True,surrogate,surrogate:eq1_not_representable,eq1_not_representable,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,13,Overdamped bead on a rotating hoop,1,2,1,2,IC2_to_IC1,reconstruction,success,success,False,0.9997816495627695,True,False,False,"[[""1"",""x0"",""x0^2""]]","[[""1"",""x0"",""x0^2""]]",[[]],3,0.004802699993888382,context_not_evidence,1,2,success,0.0,True,True,surrogate,surrogate:eq1_not_representable,eq1_not_representable,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,13,Overdamped bead on a rotating hoop,1,2,1,1,IC2_to_IC1,generalization,success,success,False,0.6609557317104884,False,False,False,"[[""1"",""x0"",""x0^2""]]","[[""1"",""x0"",""x0^2""]]",[[]],3,0.004802699993888382,context_not_evidence,1,1,success,0.0,True,True,surrogate,surrogate:eq1_not_representable,eq1_not_representable,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,14,Budworm outbreak model with predation,1,1,2,1,IC1_to_IC2,reconstruction,success,success,False,0.9318715639155434,True,False,False,"[[""1"",""x0""]]","[[""1"",""x0""]]",[[]],3,0.011041800004022662,context_not_evidence,1,2,success,0.0,True,True,surrogate,surrogate:eq1_not_representable,eq1_not_representable,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,14,Budworm outbreak model with predation,1,1,2,2,IC1_to_IC2,generalization,success,success,False,0.5648645332064537,False,False,False,"[[""1"",""x0""]]","[[""1"",""x0""]]",[[]],3,0.011041800004022662,context_not_evidence,1,1,success,0.0,True,True,surrogate,surrogate:eq1_not_representable,eq1_not_representable,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,14,Budworm outbreak model with predation,1,2,1,2,IC2_to_IC1,reconstruction,success,success,False,0.9795582287966855,True,False,False,"[[""1"",""x0""]]","[[""1"",""x0""]]",[[]],3,0.004576799998176284,context_not_evidence,1,2,success,0.0,True,True,surrogate,surrogate:eq1_not_representable,eq1_not_representable,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,14,Budworm outbreak model with predation,1,2,1,1,IC2_to_IC1,generalization,success,success,False,0.5413796278493133,False,False,False,"[[""1"",""x0""]]","[[""1"",""x0""]]",[[]],3,0.004576799998176284,context_not_evidence,1,1,success,0.0,True,True,surrogate,surrogate:eq1_not_representable,eq1_not_representable,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,15,Budworm outbreak with predation (dimensionless),1,1,2,1,IC1_to_IC2,reconstruction,success,success,False,0.9959122639614562,True,False,False,"[[""1"",""x0""]]","[[""1"",""x0""]]",[[]],3,0.00540049999835901,context_not_evidence,1,2,success,0.0,True,True,surrogate,surrogate:eq1_not_representable,eq1_not_representable,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,15,Budworm outbreak with predation (dimensionless),1,1,2,2,IC1_to_IC2,generalization,success,success,False,-9.32326137535975,False,False,False,"[[""1"",""x0""]]","[[""1"",""x0""]]",[[]],3,0.00540049999835901,context_not_evidence,1,1,success,0.0,True,True,surrogate,surrogate:eq1_not_representable,eq1_not_representable,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,15,Budworm outbreak with predation (dimensionless),1,2,1,2,IC2_to_IC1,reconstruction,success,success,False,0.9674052257696196,True,False,False,"[[""1"",""x0""]]","[[""1"",""x0""]]",[[]],3,0.005075699998997152,context_not_evidence,1,2,success,0.0,True,True,surrogate,surrogate:eq1_not_representable,eq1_not_representable,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,15,Budworm outbreak with predation (dimensionless),1,2,1,1,IC2_to_IC1,generalization,success,success,False,-62.0590021666294,False,False,False,"[[""1"",""x0""]]","[[""1"",""x0""]]",[[]],3,0.005075699998997152,context_not_evidence,1,1,success,0.0,True,True,surrogate,surrogate:eq1_not_representable,eq1_not_representable,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,16,Landau equation (typical time scale tau = 1),1,1,2,1,IC1_to_IC2,reconstruction,success,diverged,True,-5.883598318018106e+19,False,False,False,"[[""1"",""x0"",""x0^2""]]","[[""1"",""x0"",""x0^2""]]","[[""x0"",""x0^3"",""x0^5""]]",3,0.004304200003389269,context_not_evidence,1,2,diverged,1.6172689403967715,False,False,surrogate,surrogate:eq1_not_representable,eq1_not_representable,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,16,Landau equation (typical time scale tau = 1),1,1,2,2,IC1_to_IC2,generalization,success,success,False,0.9069418799402188,True,False,False,"[[""1"",""x0"",""x0^2""]]","[[""1"",""x0"",""x0^2""]]","[[""x0"",""x0^3"",""x0^5""]]",3,0.004304200003389269,context_not_evidence,1,1,diverged,1.6172689403967715,False,False,surrogate,surrogate:eq1_not_representable,eq1_not_representable,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,16,Landau equation (typical time scale tau = 1),1,2,1,2,IC2_to_IC1,reconstruction,success,diverged,True,-8.438614340160905e+27,False,False,False,"[[""1"",""x0"",""x0^2""]]","[[""1"",""x0"",""x0^2""]]","[[""x0"",""x0^3"",""x0^5""]]",3,0.004567900003166869,context_not_evidence,1,2,diverged,379903103119.8681,False,False,surrogate,surrogate:eq1_not_representable,eq1_not_representable,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,16,Landau equation (typical time scale tau = 1),1,2,1,1,IC2_to_IC1,generalization,success,diverged,True,-8.367709494042447e+58,False,False,False,"[[""1"",""x0"",""x0^2""]]","[[""1"",""x0"",""x0^2""]]","[[""x0"",""x0^3"",""x0^5""]]",3,0.004567900003166869,context_not_evidence,1,1,diverged,379903103119.8681,False,False,surrogate,surrogate:eq1_not_representable,eq1_not_representable,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,17,Logistic equation with harvesting/fishing,1,1,2,1,IC1_to_IC2,reconstruction,success,success,False,0.9862818261894011,True,False,False,"[[""1"",""x0""]]","[[""1"",""x0""]]","[[""1"",""x0"",""x0^2""]]",3,0.0047448999976040795,context_not_evidence,1,2,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,17,Logistic equation with harvesting/fishing,1,1,2,2,IC1_to_IC2,generalization,success,success,False,0.92806554094467,True,False,False,"[[""1"",""x0""]]","[[""1"",""x0""]]","[[""1"",""x0"",""x0^2""]]",3,0.0047448999976040795,context_not_evidence,1,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,17,Logistic equation with harvesting/fishing,1,2,1,2,IC2_to_IC1,reconstruction,success,success,False,0.9924507406647096,True,False,False,"[[""1"",""x0""]]","[[""1"",""x0""]]","[[""1"",""x0"",""x0^2""]]",3,0.004911199997877702,context_not_evidence,1,2,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,17,Logistic equation with harvesting/fishing,1,2,1,1,IC2_to_IC1,generalization,success,success,False,0.8043544574128979,False,False,False,"[[""1"",""x0""]]","[[""1"",""x0""]]","[[""1"",""x0"",""x0^2""]]",3,0.004911199997877702,context_not_evidence,1,1,success,0.0,True,True,exact,exact,ok,staged_polynomial_basis_with_constant
poly_deg2_stlsq_0.01,2,False,0.01,18,Improved logistic equation with harvesting/fishing,1,1,2,1,IC1_to_IC2,reconstruction,success,success,False,0.9879153143681074,True,False,False,"[[""1"",""x0""]]","[[""1"",""x0""]]",[[]],3,0.009878800003207289,context_not_evidence,1,2,success,0.0,True,True,surrogate,surrogate:eq1_not_representable,eq1_not_representable,staged_polynomial_basis_with_constant
