index,campaign,config_fingerprint,variant,condition,use_pretuning,system_id,system_dim,initial_condition_set,seed,representability
96,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,16,1,2,7,surrogate
97,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,17,1,1,42,surrogate
98,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,17,1,1,123,surrogate
99,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,17,1,1,7,surrogate
100,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,17,1,2,42,surrogate
101,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,17,1,2,123,surrogate
102,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,17,1,2,7,surrogate
103,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,18,1,1,42,surrogate
104,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,18,1,1,123,surrogate
105,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,18,1,1,7,surrogate
106,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,18,1,2,42,surrogate
107,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,18,1,2,123,surrogate
108,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,18,1,2,7,surrogate
109,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,19,1,1,42,surrogate
110,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,19,1,1,123,surrogate
111,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,19,1,1,7,surrogate
112,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,19,1,2,42,surrogate
113,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,19,1,2,123,surrogate
114,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,19,1,2,7,surrogate
115,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,20,1,1,42,surrogate
116,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,20,1,1,123,surrogate
117,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,20,1,1,7,surrogate
118,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,20,1,2,42,surrogate
119,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,20,1,2,123,surrogate
120,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,20,1,2,7,surrogate
121,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,21,1,1,42,surrogate
122,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,21,1,1,123,surrogate
123,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,21,1,1,7,surrogate
124,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,21,1,2,42,surrogate
125,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,21,1,2,123,surrogate
126,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,21,1,2,7,surrogate
127,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,22,1,1,42,surrogate
128,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,22,1,1,123,surrogate
129,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,22,1,1,7,surrogate
130,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,22,1,2,42,surrogate
131,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,22,1,2,123,surrogate
132,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,22,1,2,7,surrogate
133,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,23,1,1,42,surrogate
134,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,23,1,1,123,surrogate
135,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,23,1,1,7,surrogate
136,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,23,1,2,42,surrogate
137,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,23,1,2,123,surrogate
138,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,23,1,2,7,surrogate
139,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,24,2,1,42,exact
140,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,24,2,1,123,exact
141,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,24,2,1,7,exact
142,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,24,2,2,42,exact
143,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,24,2,2,123,exact
144,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,24,2,2,7,exact
145,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,25,2,1,42,exact
146,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,25,2,1,123,exact
147,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,25,2,1,7,exact
148,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,25,2,2,42,exact
149,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,25,2,2,123,exact
150,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,25,2,2,7,exact
151,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,26,2,1,42,exact
152,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,26,2,1,123,exact
153,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,26,2,1,7,exact
154,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,26,2,2,42,exact
155,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,26,2,2,123,exact
156,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,26,2,2,7,exact
157,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,27,2,1,42,exact
158,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,27,2,1,123,exact
159,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,27,2,1,7,exact
160,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,27,2,2,42,exact
161,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,27,2,2,123,exact
162,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,27,2,2,7,exact
163,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,28,2,1,42,exact
164,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,28,2,1,123,exact
165,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,28,2,1,7,exact
166,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,28,2,2,42,exact
167,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,28,2,2,123,exact
168,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,28,2,2,7,exact
169,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,29,2,1,42,exact
170,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,29,2,1,123,exact
171,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,29,2,1,7,exact
172,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,29,2,2,42,exact
173,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,29,2,2,123,exact
174,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,29,2,2,7,exact
175,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,30,2,1,42,surrogate
176,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,30,2,1,123,surrogate
177,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,30,2,1,7,surrogate
178,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,30,2,2,42,surrogate
179,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,30,2,2,123,surrogate
180,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,30,2,2,7,surrogate
181,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,31,2,1,42,exact
182,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,31,2,1,123,exact
183,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,31,2,1,7,exact
184,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,31,2,2,42,exact
185,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,31,2,2,123,exact
186,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,31,2,2,7,exact
187,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,32,2,1,42,exact
188,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,32,2,1,123,exact
189,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,32,2,1,7,exact
190,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,32,2,2,42,exact
191,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,32,2,2,123,exact
192,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,32,2,2,7,exact
193,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,33,2,1,42,surrogate
194,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,33,2,1,123,surrogate
195,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,33,2,1,7,surrogate
196,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,33,2,2,42,surrogate
197,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,33,2,2,123,surrogate
198,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,33,2,2,7,surrogate
199,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,34,2,1,42,surrogate
200,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,34,2,1,123,surrogate
201,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,34,2,1,7,surrogate
202,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,34,2,2,42,surrogate
203,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,34,2,2,123,surrogate
204,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,34,2,2,7,surrogate
205,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,35,2,1,42,surrogate
206,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,35,2,1,123,surrogate
207,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,35,2,1,7,surrogate
208,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,35,2,2,42,surrogate
209,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,35,2,2,123,surrogate
210,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,35,2,2,7,surrogate
211,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,36,2,1,42,surrogate
212,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,36,2,1,123,surrogate
213,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,36,2,1,7,surrogate
214,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,36,2,2,42,surrogate
215,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,36,2,2,123,surrogate
216,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,36,2,2,7,surrogate
217,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,37,2,1,42,surrogate
218,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,37,2,1,123,surrogate
219,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,37,2,1,7,surrogate
220,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,37,2,2,42,surrogate
221,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,37,2,2,123,surrogate
222,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,37,2,2,7,surrogate
223,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,38,2,1,42,exact
224,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,38,2,1,123,exact
225,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,38,2,1,7,exact
226,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,38,2,2,42,exact
227,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,38,2,2,123,exact
228,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,38,2,2,7,exact
229,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,39,2,1,42,surrogate
230,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,39,2,1,123,surrogate
231,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,39,2,1,7,surrogate
232,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,39,2,2,42,surrogate
233,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,39,2,2,123,surrogate
234,phase_b,604e79733b22d64d,evogrow_v2_2_stage_capped_pretune_on,pretune_on,true,39,2,2,7,surrogate
