run_id,experiment_id,system_id,variant_slug,seed,initial_condition_set,n_equations,n_found_terms_micro,n_true_terms_micro,n_true_positive_terms_micro,n_missing_true_terms,n_extra_found_terms,term_precision_macro,term_recall_macro,structural_f1_macro,term_precision_micro,term_recall_micro,structural_f1_micro,exact_support_match,structural_exact_support_match,derived_registry_exact_support_match,registry_exact_support_match,registry_exact_support_match_agrees,coefficient_relative_error_mean,coefficient_relative_error_max,n_coefficient_terms
21_evogrow_v2_2_stage_capped_pretune_on_4_1_7,paper1_phaseB_v1,4,evogrow_v2_2_stage_capped_pretune_on,7,1,1,3,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
22_evogrow_v2_2_stage_capped_pretune_on_4_2_42,paper1_phaseB_v1,4,evogrow_v2_2_stage_capped_pretune_on,42,2,1,2,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
23_evogrow_v2_2_stage_capped_pretune_on_4_2_123,paper1_phaseB_v1,4,evogrow_v2_2_stage_capped_pretune_on,123,2,1,2,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
24_evogrow_v2_2_stage_capped_pretune_on_4_2_7,paper1_phaseB_v1,4,evogrow_v2_2_stage_capped_pretune_on,7,2,1,2,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
25_evogrow_v2_2_stage_capped_pretune_on_5_1_42,paper1_phaseB_v1,5,evogrow_v2_2_stage_capped_pretune_on,42,1,1,5,1,1,0,4,0.2,1.0,0.33333333333333337,0.2,1.0,0.33333333333333337,False,False,,,True,,,0
26_evogrow_v2_2_stage_capped_pretune_on_5_1_123,paper1_phaseB_v1,5,evogrow_v2_2_stage_capped_pretune_on,123,1,1,5,1,1,0,4,0.2,1.0,0.33333333333333337,0.2,1.0,0.33333333333333337,False,False,,,True,,,0
27_evogrow_v2_2_stage_capped_pretune_on_5_1_7,paper1_phaseB_v1,5,evogrow_v2_2_stage_capped_pretune_on,7,1,1,5,1,1,0,4,0.2,1.0,0.33333333333333337,0.2,1.0,0.33333333333333337,False,False,,,True,,,0
28_evogrow_v2_2_stage_capped_pretune_on_5_2_42,paper1_phaseB_v1,5,evogrow_v2_2_stage_capped_pretune_on,42,2,1,2,1,1,0,1,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False,,,True,,,0
29_evogrow_v2_2_stage_capped_pretune_on_5_2_123,paper1_phaseB_v1,5,evogrow_v2_2_stage_capped_pretune_on,123,2,1,2,1,1,0,1,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False,,,True,,,0
30_evogrow_v2_2_stage_capped_pretune_on_5_2_7,paper1_phaseB_v1,5,evogrow_v2_2_stage_capped_pretune_on,7,2,1,2,1,1,0,1,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False,,,True,,,0
31_evogrow_v2_2_stage_capped_pretune_on_6_1_42,paper1_phaseB_v1,6,evogrow_v2_2_stage_capped_pretune_on,42,1,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,,,0
32_evogrow_v2_2_stage_capped_pretune_on_6_1_123,paper1_phaseB_v1,6,evogrow_v2_2_stage_capped_pretune_on,123,1,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,,,0
33_evogrow_v2_2_stage_capped_pretune_on_6_1_7,paper1_phaseB_v1,6,evogrow_v2_2_stage_capped_pretune_on,7,1,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,,,0
34_evogrow_v2_2_stage_capped_pretune_on_6_2_42,paper1_phaseB_v1,6,evogrow_v2_2_stage_capped_pretune_on,42,2,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,,,0
35_evogrow_v2_2_stage_capped_pretune_on_6_2_123,paper1_phaseB_v1,6,evogrow_v2_2_stage_capped_pretune_on,123,2,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,,,0
36_evogrow_v2_2_stage_capped_pretune_on_6_2_7,paper1_phaseB_v1,6,evogrow_v2_2_stage_capped_pretune_on,7,2,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,,,0
37_evogrow_v2_2_stage_capped_pretune_on_7_1_42,paper1_phaseB_v1,7,evogrow_v2_2_stage_capped_pretune_on,42,1,1,1,1,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
38_evogrow_v2_2_stage_capped_pretune_on_7_1_123,paper1_phaseB_v1,7,evogrow_v2_2_stage_capped_pretune_on,123,1,1,1,1,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
39_evogrow_v2_2_stage_capped_pretune_on_7_1_7,paper1_phaseB_v1,7,evogrow_v2_2_stage_capped_pretune_on,7,1,1,1,1,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
40_evogrow_v2_2_stage_capped_pretune_on_7_2_42,paper1_phaseB_v1,7,evogrow_v2_2_stage_capped_pretune_on,42,2,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5,False,False,,,True,,,0
41_evogrow_v2_2_stage_capped_pretune_on_7_2_123,paper1_phaseB_v1,7,evogrow_v2_2_stage_capped_pretune_on,123,2,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5,False,False,,,True,,,0
42_evogrow_v2_2_stage_capped_pretune_on_7_2_7,paper1_phaseB_v1,7,evogrow_v2_2_stage_capped_pretune_on,7,2,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5,False,False,,,True,,,0
43_evogrow_v2_2_stage_capped_pretune_on_8_1_42,paper1_phaseB_v1,8,evogrow_v2_2_stage_capped_pretune_on,42,1,1,1,3,1,2,0,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.5,False,False,False,False,True,,,0
44_evogrow_v2_2_stage_capped_pretune_on_8_1_123,paper1_phaseB_v1,8,evogrow_v2_2_stage_capped_pretune_on,123,1,1,1,3,1,2,0,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.5,False,False,False,False,True,,,0
45_evogrow_v2_2_stage_capped_pretune_on_8_1_7,paper1_phaseB_v1,8,evogrow_v2_2_stage_capped_pretune_on,7,1,1,1,3,1,2,0,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.5,False,False,False,False,True,,,0
46_evogrow_v2_2_stage_capped_pretune_on_8_2_42,paper1_phaseB_v1,8,evogrow_v2_2_stage_capped_pretune_on,42,2,1,1,3,1,2,0,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.5,False,False,False,False,True,,,0
47_evogrow_v2_2_stage_capped_pretune_on_8_2_123,paper1_phaseB_v1,8,evogrow_v2_2_stage_capped_pretune_on,123,2,1,1,3,1,2,0,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.5,False,False,False,False,True,,,0
48_evogrow_v2_2_stage_capped_pretune_on_8_2_7,paper1_phaseB_v1,8,evogrow_v2_2_stage_capped_pretune_on,7,2,1,1,3,1,2,0,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.5,False,False,False,False,True,,,0
49_evogrow_v2_2_stage_capped_pretune_on_9_1_42,paper1_phaseB_v1,9,evogrow_v2_2_stage_capped_pretune_on,42,1,1,2,1,1,0,1,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False,,,True,,,0
50_evogrow_v2_2_stage_capped_pretune_on_9_1_123,paper1_phaseB_v1,9,evogrow_v2_2_stage_capped_pretune_on,123,1,1,2,1,1,0,1,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False,,,True,,,0
51_evogrow_v2_2_stage_capped_pretune_on_9_1_7,paper1_phaseB_v1,9,evogrow_v2_2_stage_capped_pretune_on,7,1,1,2,1,1,0,1,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False,,,True,,,0
52_evogrow_v2_2_stage_capped_pretune_on_9_2_42,paper1_phaseB_v1,9,evogrow_v2_2_stage_capped_pretune_on,42,2,1,1,1,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
53_evogrow_v2_2_stage_capped_pretune_on_9_2_123,paper1_phaseB_v1,9,evogrow_v2_2_stage_capped_pretune_on,123,2,1,1,1,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
54_evogrow_v2_2_stage_capped_pretune_on_9_2_7,paper1_phaseB_v1,9,evogrow_v2_2_stage_capped_pretune_on,7,2,1,1,1,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
55_evogrow_v2_2_stage_capped_pretune_on_10_1_42,paper1_phaseB_v1,10,evogrow_v2_2_stage_capped_pretune_on,42,1,1,2,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
56_evogrow_v2_2_stage_capped_pretune_on_10_1_123,paper1_phaseB_v1,10,evogrow_v2_2_stage_capped_pretune_on,123,1,1,2,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
57_evogrow_v2_2_stage_capped_pretune_on_10_1_7,paper1_phaseB_v1,10,evogrow_v2_2_stage_capped_pretune_on,7,1,1,2,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
58_evogrow_v2_2_stage_capped_pretune_on_10_2_42,paper1_phaseB_v1,10,evogrow_v2_2_stage_capped_pretune_on,42,2,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
59_evogrow_v2_2_stage_capped_pretune_on_10_2_123,paper1_phaseB_v1,10,evogrow_v2_2_stage_capped_pretune_on,123,2,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
60_evogrow_v2_2_stage_capped_pretune_on_10_2_7,paper1_phaseB_v1,10,evogrow_v2_2_stage_capped_pretune_on,7,2,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
61_evogrow_v2_2_stage_capped_pretune_on_11_1_42,paper1_phaseB_v1,11,evogrow_v2_2_stage_capped_pretune_on,42,1,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5,False,False,False,True,False,,,0
62_evogrow_v2_2_stage_capped_pretune_on_11_1_123,paper1_phaseB_v1,11,evogrow_v2_2_stage_capped_pretune_on,123,1,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5,False,False,False,True,False,,,0
63_evogrow_v2_2_stage_capped_pretune_on_11_1_7,paper1_phaseB_v1,11,evogrow_v2_2_stage_capped_pretune_on,7,1,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5,False,False,False,True,False,,,0
64_evogrow_v2_2_stage_capped_pretune_on_11_2_42,paper1_phaseB_v1,11,evogrow_v2_2_stage_capped_pretune_on,42,2,1,2,1,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,,,0
65_evogrow_v2_2_stage_capped_pretune_on_11_2_123,paper1_phaseB_v1,11,evogrow_v2_2_stage_capped_pretune_on,123,2,1,2,1,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,,,0
66_evogrow_v2_2_stage_capped_pretune_on_11_2_7,paper1_phaseB_v1,11,evogrow_v2_2_stage_capped_pretune_on,7,2,1,2,1,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,,,0
67_evogrow_v2_2_stage_capped_pretune_on_12_1_42,paper1_phaseB_v1,12,evogrow_v2_2_stage_capped_pretune_on,42,1,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,,,0
68_evogrow_v2_2_stage_capped_pretune_on_12_1_123,paper1_phaseB_v1,12,evogrow_v2_2_stage_capped_pretune_on,123,1,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,,,0
69_evogrow_v2_2_stage_capped_pretune_on_12_1_7,paper1_phaseB_v1,12,evogrow_v2_2_stage_capped_pretune_on,7,1,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,,,0
70_evogrow_v2_2_stage_capped_pretune_on_12_2_42,paper1_phaseB_v1,12,evogrow_v2_2_stage_capped_pretune_on,42,2,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,,,0
71_evogrow_v2_2_stage_capped_pretune_on_12_2_123,paper1_phaseB_v1,12,evogrow_v2_2_stage_capped_pretune_on,123,2,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,,,0
72_evogrow_v2_2_stage_capped_pretune_on_12_2_7,paper1_phaseB_v1,12,evogrow_v2_2_stage_capped_pretune_on,7,2,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,,,0
73_evogrow_v2_2_stage_capped_pretune_on_13_1_42,paper1_phaseB_v1,13,evogrow_v2_2_stage_capped_pretune_on,42,1,1,3,1,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
74_evogrow_v2_2_stage_capped_pretune_on_13_1_123,paper1_phaseB_v1,13,evogrow_v2_2_stage_capped_pretune_on,123,1,1,3,1,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
75_evogrow_v2_2_stage_capped_pretune_on_13_1_7,paper1_phaseB_v1,13,evogrow_v2_2_stage_capped_pretune_on,7,1,1,3,1,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
76_evogrow_v2_2_stage_capped_pretune_on_13_2_42,paper1_phaseB_v1,13,evogrow_v2_2_stage_capped_pretune_on,42,2,1,2,1,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
77_evogrow_v2_2_stage_capped_pretune_on_13_2_123,paper1_phaseB_v1,13,evogrow_v2_2_stage_capped_pretune_on,123,2,1,2,1,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
78_evogrow_v2_2_stage_capped_pretune_on_13_2_7,paper1_phaseB_v1,13,evogrow_v2_2_stage_capped_pretune_on,7,2,1,2,1,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
79_evogrow_v2_2_stage_capped_pretune_on_14_1_42,paper1_phaseB_v1,14,evogrow_v2_2_stage_capped_pretune_on,42,1,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
80_evogrow_v2_2_stage_capped_pretune_on_14_1_123,paper1_phaseB_v1,14,evogrow_v2_2_stage_capped_pretune_on,123,1,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
81_evogrow_v2_2_stage_capped_pretune_on_14_1_7,paper1_phaseB_v1,14,evogrow_v2_2_stage_capped_pretune_on,7,1,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
82_evogrow_v2_2_stage_capped_pretune_on_14_2_42,paper1_phaseB_v1,14,evogrow_v2_2_stage_capped_pretune_on,42,2,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
83_evogrow_v2_2_stage_capped_pretune_on_14_2_123,paper1_phaseB_v1,14,evogrow_v2_2_stage_capped_pretune_on,123,2,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
84_evogrow_v2_2_stage_capped_pretune_on_14_2_7,paper1_phaseB_v1,14,evogrow_v2_2_stage_capped_pretune_on,7,2,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
85_evogrow_v2_2_stage_capped_pretune_on_15_1_42,paper1_phaseB_v1,15,evogrow_v2_2_stage_capped_pretune_on,42,1,1,3,2,2,0,1,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,0.8,False,False,,,True,,,0
86_evogrow_v2_2_stage_capped_pretune_on_15_1_123,paper1_phaseB_v1,15,evogrow_v2_2_stage_capped_pretune_on,123,1,1,3,2,2,0,1,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,0.8,False,False,,,True,,,0
87_evogrow_v2_2_stage_capped_pretune_on_15_1_7,paper1_phaseB_v1,15,evogrow_v2_2_stage_capped_pretune_on,7,1,1,3,2,2,0,1,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,0.8,False,False,,,True,,,0
88_evogrow_v2_2_stage_capped_pretune_on_15_2_42,paper1_phaseB_v1,15,evogrow_v2_2_stage_capped_pretune_on,42,2,1,1,2,1,1,0,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,False,False,,,True,,,0
89_evogrow_v2_2_stage_capped_pretune_on_15_2_123,paper1_phaseB_v1,15,evogrow_v2_2_stage_capped_pretune_on,123,2,1,1,2,1,1,0,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,False,False,,,True,,,0
90_evogrow_v2_2_stage_capped_pretune_on_15_2_7,paper1_phaseB_v1,15,evogrow_v2_2_stage_capped_pretune_on,7,2,1,1,2,1,1,0,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,False,False,,,True,,,0
91_evogrow_v2_2_stage_capped_pretune_on_16_1_42,paper1_phaseB_v1,16,evogrow_v2_2_stage_capped_pretune_on,42,1,1,4,2,2,0,2,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False,,,True,,,0
92_evogrow_v2_2_stage_capped_pretune_on_16_1_123,paper1_phaseB_v1,16,evogrow_v2_2_stage_capped_pretune_on,123,1,1,4,2,2,0,2,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False,,,True,,,0
93_evogrow_v2_2_stage_capped_pretune_on_16_1_7,paper1_phaseB_v1,16,evogrow_v2_2_stage_capped_pretune_on,7,1,1,4,2,2,0,2,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False,,,True,,,0
94_evogrow_v2_2_stage_capped_pretune_on_16_2_42,paper1_phaseB_v1,16,evogrow_v2_2_stage_capped_pretune_on,42,2,1,4,2,2,0,2,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False,,,True,,,0
95_evogrow_v2_2_stage_capped_pretune_on_16_2_123,paper1_phaseB_v1,16,evogrow_v2_2_stage_capped_pretune_on,123,2,1,4,2,2,0,2,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False,,,True,,,0
96_evogrow_v2_2_stage_capped_pretune_on_16_2_7,paper1_phaseB_v1,16,evogrow_v2_2_stage_capped_pretune_on,7,2,1,4,2,2,0,2,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False,,,True,,,0
97_evogrow_v2_2_stage_capped_pretune_on_17_1_42,paper1_phaseB_v1,17,evogrow_v2_2_stage_capped_pretune_on,42,1,1,3,2,2,0,1,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,0.8,False,False,,,True,,,0
98_evogrow_v2_2_stage_capped_pretune_on_17_1_123,paper1_phaseB_v1,17,evogrow_v2_2_stage_capped_pretune_on,123,1,1,3,2,2,0,1,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,0.8,False,False,,,True,,,0
99_evogrow_v2_2_stage_capped_pretune_on_17_1_7,paper1_phaseB_v1,17,evogrow_v2_2_stage_capped_pretune_on,7,1,1,3,2,2,0,1,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,0.8,False,False,,,True,,,0
100_evogrow_v2_2_stage_capped_pretune_on_17_2_42,paper1_phaseB_v1,17,evogrow_v2_2_stage_capped_pretune_on,42,2,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
101_evogrow_v2_2_stage_capped_pretune_on_17_2_123,paper1_phaseB_v1,17,evogrow_v2_2_stage_capped_pretune_on,123,2,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
102_evogrow_v2_2_stage_capped_pretune_on_17_2_7,paper1_phaseB_v1,17,evogrow_v2_2_stage_capped_pretune_on,7,2,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
103_evogrow_v2_2_stage_capped_pretune_on_18_1_42,paper1_phaseB_v1,18,evogrow_v2_2_stage_capped_pretune_on,42,1,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
104_evogrow_v2_2_stage_capped_pretune_on_18_1_123,paper1_phaseB_v1,18,evogrow_v2_2_stage_capped_pretune_on,123,1,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
105_evogrow_v2_2_stage_capped_pretune_on_18_1_7,paper1_phaseB_v1,18,evogrow_v2_2_stage_capped_pretune_on,7,1,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
106_evogrow_v2_2_stage_capped_pretune_on_18_2_42,paper1_phaseB_v1,18,evogrow_v2_2_stage_capped_pretune_on,42,2,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
107_evogrow_v2_2_stage_capped_pretune_on_18_2_123,paper1_phaseB_v1,18,evogrow_v2_2_stage_capped_pretune_on,123,2,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
108_evogrow_v2_2_stage_capped_pretune_on_18_2_7,paper1_phaseB_v1,18,evogrow_v2_2_stage_capped_pretune_on,7,2,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
109_evogrow_v2_2_stage_capped_pretune_on_19_1_42,paper1_phaseB_v1,19,evogrow_v2_2_stage_capped_pretune_on,42,1,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
110_evogrow_v2_2_stage_capped_pretune_on_19_1_123,paper1_phaseB_v1,19,evogrow_v2_2_stage_capped_pretune_on,123,1,1,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
