system_id,initial_condition_set,dimension,hash_format,time_axis_order,state_axis_order,time_shape,state_shape,time_min,time_max,state_min,state_max,time_sha256,state_sha256
10,2,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,0.0005030882966435817,0.34,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,5677c069506a610b641a493c51d7c0f298f8d96ca73caaf0ae750a5d122170b1
11,1,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,0.22312478210864964,3.4,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,ffa82fade1437359db994d1da42a2efdddcdd9596533a208fe631f1ab976bc98
11,2,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,0.2214546129471997,1.6,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,fffd19cf9cba73010d69d347fac250857eb81ec5e5f12831395c196a1df622b0
12,1,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,11.0,16.260162483188335,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,8d340f7df5f81a7a752ca3f60ec6c7793ef9dbc4dc9641508ec746ef44ff17fa
12,2,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,1.3,16.26015975177914,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,9035e2b3e292dc53c2c502aabfe8f2c3a3ddacdab65cd1b4d1aaf0b16b72171e
13,1,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,1.4689547249208545,3.1,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,b449375f52fefc3ce42544be065f614da9120529262e027c994a671fada85350
13,2,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,1.4676111069640876,2.4,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,ab16668531af23ac19c298bcdbaf82f8bc74aa89ff9e14524fa0e42e8a48b0fd
14,1,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,2.76,78.80676640540852,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,d19a5a16cbbfbbc2d6c658da3fe4fc4acff179cc5a475e4f7d7888489cf21569
14,2,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,23.3,79.80913559598899,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,9ebf187f14857985de9d8ba25a4079bcf7c6ac5607bf3171f984adf4afd9c5a6
15,1,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,44.3,90.13435931377381,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,dcd47445fbb357d99517a0fd4ee63224d88b402758e73dd2096c7a841b800c41
15,2,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,4.5,47.452632336034036,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,e7b5299234fa7f7644dda92f37fc65f6e8be9bdee0505b6275bb839c40fefa1a
16,1,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,0.94,6.508480550394578,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,8a712506c58823f1c91e9ec91171b68993bb71de8ffe42364c70d427261d79f1
16,2,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,1.65,6.5085082603538025,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,6045fe039431fbe7a04045d36c4f8b796aa4cc9b0ed42e18087ac264be1ff8a9
17,1,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,14.3,88.53307559340467,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,f3bfc6ac417308ab844817607a884089b0d32975821b6b30afc903f02e245a96
17,2,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,34.2,95.6532484724955,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,31b12af71253c193ee59c5ffcbf78dcae05cb2bd77cc76de8563ac15d148f956
18,1,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,21.1,93.05867588281298,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,2f3361002c8c7d237a41bc386f889cbdcf38e64322eedcc1780be7f96e9df00a
18,2,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,44.1,97.29139770847195,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,df307d1c3c7c2c43dc1f385e4e098bf931bfd2e870d190973138c92147eb1371
19,1,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,0.13,0.9538202177755917,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,8459e673d4bdbe53f14a29a5405575b720a6896bf4235171e2f17835cbbd6e4e
19,2,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,0.03,0.951461203199551,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,fd0cc33be2865f266f3e4feef29611212a6c997c1f979e2bf7902cccf45f3ec1
20,1,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,0.002,0.3243489416141455,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,3788918dbcaef4ac2c441d6394a2b4a259e2b7221f250b339a824aabf92764b7
20,2,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,0.25,0.42798485759776317,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,6c26183423fd5d653720c03be4755bf846b16edbbcccd5018c53633fbd1941f8
21,1,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,0.0,4.731207143527843,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,ccaf5492e0c4ef6a0477a48bacc10bee13eea20d10f1ed7009d9aecc0226fe95
21,2,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,0.8,5.14064138222267,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,c8e4f553c9ce4cc84d1e7947631e24d557660648727773997dc0fa00391b9c14
22,1,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,1.6098914336760373,3.1,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,eb5b59728fd5f53c48ecf578676bc9a5e0aa80d3a41574cb1bbd0f87c63cd1da
22,2,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,1.6112766776015044,6.3,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,f5ce858039991ae6ad3eb47f22b1a4c75401e46947edca9642a3465f0c23427d
23,1,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,-2.74,0.21120897517991594,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,1a2775aa80ddd4ef285201d1427f9aad5581307de84ab98b206d09a94cbd7fcb
23,2,1,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,1]",0.0,10.0,0.2116973521285425,1.65,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,9edea0c78392dd0ee16687b853312fca2a47befce5b64227a97888b0ae68c623
24,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.5804271411428045,0.5804288314169352,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,e9496fa469f7bfafa71e591d0454fb11548a7e7a06107af7c7e30204cdd47552
24,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.1999961069490392,0.2,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,4dc4dfb9035f0a0e29c4765a50c604b958c5a8f14e3ee20d48d09808c7d02332
25,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.2221660079840299,0.16132492399978177,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,a0a2720c94f4b5409aab9113fedbd437f564d0f06d4e2eab333cce37f3ba1d28
25,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.3,0.2223814423995489,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,faf77fd8ee87f95c72e16d43c755fa7e41f507465f3242e5e954268785fe2dda
26,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.0008667747687989412,5.0,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,0d92db42384034e113b14c3092676d6616c9c6502af86e94e3002bd5b4c6fff1
26,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.00011930578407680096,3.6,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,933c92ace72c923a7409b778f67d91f8936c5407f65d2c6319848ff876e7637f
27,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.009282575514642817,9.298204246051423,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,afd7a98d813b45adfc1b7bba7e30626a3e73cdc81d23c53500146f7565239b3f
27,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.12704176190730834,5.438807989926535,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,79e2888aa2c2fbd344a88a53bc0c78184d43ad1f7d13b9db51a09b968e81ce41
28,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-1.9,1.8999972465200126,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,bfe0cac874ee6b6e758d69435907472bd8550cca52397d453b79d3c5f884e485
28,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.9275620243216021,0.9275689697769228,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,5ca9ebfbeef7efbb6e5e9e552d5c89d92d8fdc4141811b6ff440eeda5493c448
29,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-2.2874550173964563,3.4127114883610314,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,257a69a0b32a14d8e1d10078987328f9a7cb54d4f6c3d0b42637b0dd3d44a010
29,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.8781580975178058,1.310080228490238,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,14176e6d252712e82a1de7877350f74d5d4c826a5c4731d05ceb2cac2845d966
30,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.04,0.5418143384912543,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,46746b68c127903f3b3cda2265713bd101715ae67cc1af10a47b55d8928ae84b
30,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.1,0.5575427263948841,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,80e335a7bdf6a2606f03713614af9d8e50effdca91e0fb44c016414b86b4d66f
31,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.00038243529516381004,7.2,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,91c8b49536e0a761e94fc8f6398801172834116278a8497e6873ea4a077c72a4
31,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-4.9520478944687465e-09,29.072939049523995,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,2e75ce97b726185cc06f4b5336a9dff88aba2c2ceb393309ee33c80f1d30837f
32,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-2.086231948726041,2.2256069375693364,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,1a40aafd010be44cb01e8d4fa8af4d44eb2c94ef629e6c104575cd2d57d5516d
32,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-22.430800429736603,20.656630985401943,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,64e52e4a39955c09bd25f795a86ed394b59649b94b036e7677bd3e7ebe2a4225
33,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.2594982695692365,19.989046713612648,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,e568ea9ec21cb0f6764ba27afe84f0766ccd9bb2a4aa32daddd109e9325f1425
33,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.8,26.3294720796917,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,d2d64d90076b4c3d9bee55cd7f3eece0b48e8a50807c78182628222aea74f76a
34,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-2.0999572004205858,2.1,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,f73516bcaf5ee7f767ea9da0d2867081403e679f3b925d8d1ea1c527b32d5292
34,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-1.2364289470798935,1.2364457372561874,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,32e830571f66fedc9d26d568b7eddac17e52c4f1098eaa50155dc62ebeb11f08
35,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-3.027591543301274,1.3403133758094676,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,c954def389ebd0a165d923013ad3eaf0424dba7f734041cbc96773b7dfd369bc
35,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.48765448695326585,3.8853700301604244,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,03d577864f580c4bc83bb7842c0f3afe77eeb703b498534b40af26b9eb6cff6c
36,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.40175990952467094,0.9,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,11297aec7de4b916a75cd5c5381c09430ef122e76fe2ea2b0891b977971547f9
36,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.8306601067873215,1.34,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,28ec9635491ccdcd1909520057e054447d1cfbc29b7f0810a91283b817c5331e
37,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-2.2557244090870388,2.2,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,64db9f7c44616b6c5152cfa42ff4e560536302b57a3d22912dcda4a1c120d090
37,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-2.3365924476973343,3.335942577989219,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,099ce6ac5ba2f5123fa94e4201a62b30a40edee56564253cc6b98d556f9b9b94
38,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-2.023276662532162,2.0234088417488914,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,f4b3b1fa4a868638b7944f81aef39c1004816b24ee77f991a6fd132acb9bbc59
38,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-2.0233832273440133,2.0234115134144184,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,28449a6e2574673d84b089ceddba1601d0fb08c4dbdde6d44c07707c1e142604
39,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.2585676744970527,0.4286259401083187,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,0f064d5698497e3e37863b550ad94dffdbb9399034d3641ce56e5991b4bc0d4f
39,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.7177825211486192,0.38598957977125214,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,8ecb358135eed5309852c0d71caa0d238c6a9d6bc017e6a9425d4a4c29486481
40,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-2.5547370879077174,2.3803760925612774,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,fc9f4049d10eadf3be69f8101cce952faf3b5316bfe7280d537c08f340556017
40,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-2.5246145557633977,2.0423780955823196,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,5d0317c3e41f1e0f2d3f579fccf37724d465e89aa93b424cfd3a50fb13126929
41,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.07241758098901803,1.2014596444965087,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,0dcd983c199b198df1282a5c8262125846c4c8537dea8fb6b9d7cce118f21117
41,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.02,1.920281005916665,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,b19ea8a2b15c9633d5df2d116aeac9811f935789862774d2d773dbbe9211b3fa
42,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.2,8.243558862520123,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,9ade80a18adcb90c99d89eaaf1f6553c41492d578055146f92e2480a4fa2c90b
42,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,0.36995374807070425,7.848126202362004,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,017224a073e20b4cb29542ff62c42d9ecb808a784a83ce94adec202c89ac079a
43,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.2,20.17946708331227,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,e5d7b3e1415c47e8c37861abab7058e00ec5cdefc9693f3f733d6a96dcd1a8de
43,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-1.9,20.90357256848261,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,b52904351a4958a183343d7b64421ebf15209f444f77d51d4b5b3b16fb166fb5
44,1,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-0.2,14.516817870791815,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,122bd03a92e07568a5fce86b345e03492ea2235445a984427b51913ed6719813
44,2,2,sha256_raw_little_endian_float64,time,time_by_dimension_c_order,[512],"[512,2]",0.0,10.0,-1.9,13.182347946568779,ffad3499269c08c6bd22e9e5c5d2ab32bbf827e2037cbdd6e73571aeab04432f,6a2c2e4362728091c1f5f2f9ecbfc40bca4589baeb1603bd7e5e5f236f7c5f8b
