signal,ranking_method,sigma_rel,noise_replicate,ic_strategy,dimension,n_equations,q010,q025,q050,q075,q090,le_0_count,le_0_rate,le_1_count,le_1_rate,le_2_count,le_2_rate,le_3_count,le_3_rate,le_5_count,le_5_rate,le_10_count,le_10_rate,analytic_null_mean,empirical_null_mean,max_empirical_analytic_abs_deviation,cluster_robust_p,cluster_count,permutation_unit,random_permutations_per_equation
fd,forward,0.0,0,ic2,3,24,0.0,0.0,0.0,1.25,16.0,16,0.6666666666666666,18,0.75,19,0.7916666666666666,19,0.7916666666666666,19,0.7916666666666666,20,0.8333333333333334,11.527777777777779,11.570925000000003,0.06346666666666678,0.007782101167315175,8,system_id,10000
fd,forward,0.0,0,ic2,4,4,0.0,0.0,9.0,18.0,18.0,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,forward,0.01,1,ic1,1,11,0.0,1.5,3.0,4.0,4.0,2,0.18181818181818182,3,0.2727272727272727,4,0.36363636363636365,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.48657881893606636,11,system_id,10000
fd,forward,0.01,1,ic1,2,20,0.0,0.0,0.0,5.0,8.100000000000001,13,0.65,13,0.65,13,0.65,14,0.7,16,0.8,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.001951219512195122,10,system_id,10000
fd,forward,0.01,1,ic1,3,24,0.0,0.0,0.0,9.5,16.0,14,0.5833333333333334,15,0.625,15,0.625,16,0.6666666666666666,16,0.6666666666666666,18,0.75,11.527777777777779,11.570925000000003,0.06346666666666678,0.011673151750972763,8,system_id,10000
fd,forward,0.01,1,ic1,4,4,4.500000000000001,11.25,17.0,20.5,23.200000000000003,1,0.25,1,0.25,1,0.25,1,0.25,1,0.25,1,0.25,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,forward,0.01,1,ic1_ic2,1,11,0.0,0.5,3.0,4.0,4.0,3,0.2727272727272727,5,0.45454545454545453,5,0.45454545454545453,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.24011713030746706,11,system_id,10000
fd,forward,0.01,1,ic1_ic2,2,20,0.0,0.0,0.0,0.0,3.200000000000003,16,0.8,17,0.85,17,0.85,18,0.9,19,0.95,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.001951219512195122,10,system_id,10000
fd,forward,0.01,1,ic1_ic2,3,24,0.0,0.0,0.0,1.5,16.0,17,0.7083333333333334,18,0.75,18,0.75,19,0.7916666666666666,19,0.7916666666666666,19,0.7916666666666666,11.527777777777779,11.570925000000003,0.06346666666666678,0.007782101167315175,8,system_id,10000
fd,forward,0.01,1,ic1_ic2,4,4,0.0,0.0,5.5,13.0,16.6,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,forward,0.01,1,ic2,1,11,0.0,0.5,3.0,4.0,4.0,3,0.2727272727272727,5,0.45454545454545453,5,0.45454545454545453,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.24011713030746706,11,system_id,10000
fd,forward,0.01,1,ic2,2,20,0.0,0.0,0.0,2.25,7.200000000000003,11,0.55,13,0.65,15,0.75,16,0.8,16,0.8,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.001951219512195122,10,system_id,10000
fd,forward,0.01,1,ic2,3,24,0.0,0.0,0.0,8.25,16.0,14,0.5833333333333334,15,0.625,17,0.7083333333333334,17,0.7083333333333334,17,0.7083333333333334,19,0.7916666666666666,11.527777777777779,11.570925000000003,0.06346666666666678,0.011673151750972763,8,system_id,10000
fd,forward,0.01,1,ic2,4,4,0.0,0.0,6.0,14.0,17.6,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,forward,0.01,2,ic1,1,11,0.0,1.0,3.0,4.0,4.0,2,0.18181818181818182,4,0.36363636363636365,4,0.36363636363636365,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.4226451927769644,11,system_id,10000
fd,forward,0.01,2,ic1,2,20,0.0,0.0,0.0,3.0,6.200000000000003,13,0.65,13,0.65,13,0.65,16,0.8,17,0.85,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.001951219512195122,10,system_id,10000
fd,forward,0.01,2,ic1,3,24,0.0,0.0,0.5,9.0,16.0,12,0.5,13,0.5416666666666666,14,0.5833333333333334,16,0.6666666666666666,16,0.6666666666666666,18,0.75,11.527777777777779,11.570925000000003,0.06346666666666678,0.011673151750972763,8,system_id,10000
fd,forward,0.01,2,ic1,4,4,6.600000000000001,16.5,22.5,23.0,23.0,1,0.25,1,0.25,1,0.25,1,0.25,1,0.25,1,0.25,14.833333333333334,14.8427,0.042500000000000426,1.0,1,system_id,10000
fd,forward,0.01,2,ic1_ic2,1,11,0.0,0.5,3.0,4.0,4.0,3,0.2727272727272727,5,0.45454545454545453,5,0.45454545454545453,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.24011713030746706,11,system_id,10000
fd,forward,0.01,2,ic1_ic2,2,20,0.0,0.0,0.0,3.0,7.0,12,0.6,14,0.7,14,0.7,16,0.8,17,0.85,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.001951219512195122,10,system_id,10000
fd,forward,0.01,2,ic1_ic2,3,24,0.0,0.0,0.0,1.5,16.0,17,0.7083333333333334,18,0.75,18,0.75,19,0.7916666666666666,19,0.7916666666666666,19,0.7916666666666666,11.527777777777779,11.570925000000003,0.06346666666666678,0.007782101167315175,8,system_id,10000
fd,forward,0.01,2,ic1_ic2,4,4,3.9000000000000004,9.75,14.5,18.0,21.6,1,0.25,1,0.25,1,0.25,1,0.25,1,0.25,1,0.25,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,forward,0.01,2,ic2,1,11,0.0,1.0,3.0,4.0,4.0,2,0.18181818181818182,4,0.36363636363636365,5,0.45454545454545453,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.3406539775500244,11,system_id,10000
fd,forward,0.01,2,ic2,2,20,0.0,0.0,0.0,3.25,7.100000000000001,11,0.55,13,0.65,14,0.7,15,0.75,17,0.85,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.002926829268292683,10,system_id,10000
fd,forward,0.01,2,ic2,3,24,0.0,0.0,0.0,6.5,16.0,15,0.625,16,0.6666666666666666,17,0.7083333333333334,17,0.7083333333333334,17,0.7083333333333334,19,0.7916666666666666,11.527777777777779,11.570925000000003,0.06346666666666678,0.007782101167315175,8,system_id,10000
fd,forward,0.01,2,ic2,4,4,0.0,0.0,6.0,15.0,20.400000000000002,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,forward,0.01,3,ic1,1,11,0.0,1.0,3.0,4.0,4.0,2,0.18181818181818182,5,0.45454545454545453,5,0.45454545454545453,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.2859931673987311,11,system_id,10000
fd,forward,0.01,3,ic1,2,20,0.0,0.0,0.0,5.0,7.200000000000003,13,0.65,13,0.65,13,0.65,14,0.7,16,0.8,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.003902439024390244,10,system_id,10000
fd,forward,0.01,3,ic1,3,24,0.0,0.0,0.5,8.5,16.0,12,0.5,13,0.5416666666666666,15,0.625,17,0.7083333333333334,17,0.7083333333333334,19,0.7916666666666666,11.527777777777779,11.570925000000003,0.06346666666666678,0.007782101167315175,8,system_id,10000
fd,forward,0.01,3,ic1,4,4,0.6000000000000001,1.5,11.5,21.25,21.7,1,0.25,1,0.25,2,0.5,2,0.5,2,0.5,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,forward,0.01,3,ic1_ic2,1,11,0.0,0.5,3.0,4.0,4.0,3,0.2727272727272727,5,0.45454545454545453,5,0.45454545454545453,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.24011713030746706,11,system_id,10000
fd,forward,0.01,3,ic1_ic2,2,20,0.0,0.0,0.0,4.25,8.100000000000001,12,0.6,13,0.65,13,0.65,14,0.7,16,0.8,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.005853658536585366,10,system_id,10000
fd,forward,0.01,3,ic1_ic2,3,24,0.0,0.0,0.0,2.25,16.0,16,0.6666666666666666,17,0.7083333333333334,18,0.75,19,0.7916666666666666,19,0.7916666666666666,19,0.7916666666666666,11.527777777777779,11.570925000000003,0.06346666666666678,0.007782101167315175,8,system_id,10000
fd,forward,0.01,3,ic1_ic2,4,4,3.0000000000000004,7.5,14.5,19.75,21.1,1,0.25,1,0.25,1,0.25,1,0.25,1,0.25,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,forward,0.01,3,ic2,1,11,0.0,1.5,3.0,4.0,4.0,2,0.18181818181818182,3,0.2727272727272727,4,0.36363636363636365,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.48657881893606636,11,system_id,10000
fd,forward,0.01,3,ic2,2,20,0.0,0.0,1.0,6.0,8.100000000000001,9,0.45,11,0.55,12,0.6,14,0.7,14,0.7,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.003902439024390244,10,system_id,10000
fd,forward,0.01,3,ic2,3,24,0.0,0.0,0.0,7.25,16.0,15,0.625,16,0.6666666666666666,17,0.7083333333333334,17,0.7083333333333334,17,0.7083333333333334,20,0.8333333333333334,11.527777777777779,11.570925000000003,0.06346666666666678,0.007782101167315175,8,system_id,10000
fd,forward,0.01,3,ic2,4,4,0.6000000000000001,1.5,5.5,11.5,16.0,1,0.25,1,0.25,2,0.5,2,0.5,2,0.5,3,0.75,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,forward,0.01,4,ic1,1,11,0.0,0.5,3.0,4.0,4.0,3,0.2727272727272727,4,0.36363636363636365,4,0.36363636363636365,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.3523670082967301,11,system_id,10000
fd,forward,0.01,4,ic1,2,20,0.0,0.0,0.0,3.25,7.100000000000001,13,0.65,13,0.65,13,0.65,15,0.75,16,0.8,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.001951219512195122,10,system_id,10000
fd,forward,0.01,4,ic1,3,24,0.0,0.0,0.0,8.25,16.0,13,0.5416666666666666,14,0.5833333333333334,15,0.625,16,0.6666666666666666,16,0.6666666666666666,19,0.7916666666666666,11.527777777777779,11.570925000000003,0.06346666666666678,0.011673151750972763,8,system_id,10000
fd,forward,0.01,4,ic1,4,4,2.7,6.75,11.0,14.25,16.5,1,0.25,1,0.25,1,0.25,1,0.25,1,0.25,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,forward,0.01,4,ic1_ic2,1,11,0.0,0.5,3.0,4.0,4.0,3,0.2727272727272727,5,0.45454545454545453,5,0.45454545454545453,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.24011713030746706,11,system_id,10000
fd,forward,0.01,4,ic1_ic2,2,20,0.0,0.0,0.0,1.5,6.0,14,0.7,15,0.75,15,0.75,16,0.8,17,0.85,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.001951219512195122,10,system_id,10000
fd,forward,0.01,4,ic1_ic2,3,24,0.0,0.0,0.0,1.25,16.0,17,0.7083333333333334,18,0.75,19,0.7916666666666666,20,0.8333333333333334,20,0.8333333333333334,20,0.8333333333333334,11.527777777777779,11.570925000000003,0.06346666666666678,0.007782101167315175,8,system_id,10000
fd,forward,0.01,4,ic1_ic2,4,4,6.300000000000001,15.75,21.0,21.25,21.7,1,0.25,1,0.25,1,0.25,1,0.25,1,0.25,1,0.25,14.833333333333334,14.8427,0.042500000000000426,1.0,1,system_id,10000
fd,forward,0.01,4,ic2,1,11,0.0,1.0,3.0,4.0,4.0,2,0.18181818181818182,4,0.36363636363636365,5,0.45454545454545453,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.3406539775500244,11,system_id,10000
fd,forward,0.01,4,ic2,2,20,0.0,0.0,0.0,4.0,7.200000000000003,11,0.55,13,0.65,13,0.65,14,0.7,16,0.8,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.001951219512195122,10,system_id,10000
fd,forward,0.01,4,ic2,3,24,0.0,0.0,0.0,8.75,16.0,16,0.6666666666666666,17,0.7083333333333334,17,0.7083333333333334,17,0.7083333333333334,17,0.7083333333333334,18,0.75,11.527777777777779,11.570925000000003,0.06346666666666678,0.011673151750972763,8,system_id,10000
fd,forward,0.01,4,ic2,4,4,7.4,15.5,20.5,21.0,21.0,0,0.0,0,0.0,1,0.25,1,0.25,1,0.25,1,0.25,14.833333333333334,14.8427,0.042500000000000426,1.0,1,system_id,10000
fd,forward,0.01,5,ic1,1,11,0.0,0.5,3.0,4.0,4.0,3,0.2727272727272727,5,0.45454545454545453,5,0.45454545454545453,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.24011713030746706,11,system_id,10000
fd,forward,0.01,5,ic1,2,20,0.0,0.0,0.0,3.0,8.0,14,0.7,14,0.7,14,0.7,16,0.8,17,0.85,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.001951219512195122,10,system_id,10000
fd,forward,0.01,5,ic1,3,24,0.0,0.0,0.0,9.25,16.0,14,0.5833333333333334,15,0.625,15,0.625,17,0.7083333333333334,17,0.7083333333333334,18,0.75,11.527777777777779,11.570925000000003,0.06346666666666678,0.011673151750972763,8,system_id,10000
fd,forward,0.01,5,ic1,4,4,0.0,0.0,9.5,20.25,22.5,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,forward,0.01,5,ic1_ic2,1,11,0.0,0.5,3.0,4.0,4.0,3,0.2727272727272727,5,0.45454545454545453,5,0.45454545454545453,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.24011713030746706,11,system_id,10000
fd,forward,0.01,5,ic1_ic2,2,20,0.0,0.0,0.0,2.5,6.200000000000003,13,0.65,14,0.7,15,0.75,15,0.75,17,0.85,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.001951219512195122,10,system_id,10000
fd,forward,0.01,5,ic1_ic2,3,24,0.0,0.0,0.0,1.5,16.0,17,0.7083333333333334,18,0.75,18,0.75,19,0.7916666666666666,19,0.7916666666666666,20,0.8333333333333334,11.527777777777779,11.570925000000003,0.06346666666666678,0.007782101167315175,8,system_id,10000
fd,forward,0.01,5,ic1_ic2,4,4,2.1000000000000005,5.25,12.5,19.0,20.8,1,0.25,1,0.25,1,0.25,1,0.25,1,0.25,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,forward,0.01,5,ic2,1,11,0.0,1.0,3.0,4.0,4.0,2,0.18181818181818182,4,0.36363636363636365,5,0.45454545454545453,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.3406539775500244,11,system_id,10000
fd,forward,0.01,5,ic2,2,20,0.0,0.0,0.5,2.25,8.100000000000001,10,0.5,13,0.65,15,0.75,16,0.8,16,0.8,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.001951219512195122,10,system_id,10000
fd,forward,0.01,5,ic2,3,24,0.0,0.0,0.0,8.75,16.0,15,0.625,16,0.6666666666666666,17,0.7083333333333334,17,0.7083333333333334,17,0.7083333333333334,18,0.75,11.527777777777779,11.570925000000003,0.06346666666666678,0.011673151750972763,8,system_id,10000
fd,forward,0.01,5,ic2,4,4,18.6,19.5,21.0,22.0,22.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14.833333333333334,14.8427,0.042500000000000426,1.0,1,system_id,10000
fd,forward,0.05,1,ic1,1,11,0.0,1.0,3.0,4.0,4.0,3,0.2727272727272727,3,0.2727272727272727,4,0.36363636363636365,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.4182528062469497,11,system_id,10000
fd,forward,0.05,1,ic1,2,20,0.0,0.0,0.0,7.0,7.0,11,0.55,12,0.6,12,0.6,13,0.65,14,0.7,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.003902439024390244,10,system_id,10000
fd,forward,0.05,1,ic1,3,24,0.0,0.0,0.5,13.25,16.0,12,0.5,14,0.5833333333333334,15,0.625,16,0.6666666666666666,16,0.6666666666666666,16,0.6666666666666666,11.527777777777779,11.570925000000003,0.06346666666666678,0.007782101167315175,8,system_id,10000
fd,forward,0.05,1,ic1,4,4,6.4,14.5,19.0,20.25,22.5,0,0.0,1,0.25,1,0.25,1,0.25,1,0.25,1,0.25,14.833333333333334,14.8427,0.042500000000000426,1.0,1,system_id,10000
fd,forward,0.05,1,ic1_ic2,1,11,0.0,1.5,3.0,4.0,4.0,2,0.18181818181818182,3,0.2727272727272727,4,0.36363636363636365,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.48657881893606636,11,system_id,10000
fd,forward,0.05,1,ic1_ic2,2,20,0.0,0.0,0.0,4.25,8.0,11,0.55,12,0.6,12,0.6,13,0.65,16,0.8,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.004878048780487805,10,system_id,10000
fd,forward,0.05,1,ic1_ic2,3,24,0.0,0.0,0.0,4.0,16.0,15,0.625,17,0.7083333333333334,17,0.7083333333333334,17,0.7083333333333334,19,0.7916666666666666,19,0.7916666666666666,11.527777777777779,11.570925000000003,0.06346666666666678,0.007782101167315175,8,system_id,10000
fd,forward,0.05,1,ic1_ic2,4,4,10.3,10.75,13.0,16.5,19.200000000000003,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.25,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,forward,0.05,1,ic2,1,11,0.0,1.0,3.0,4.0,4.0,2,0.18181818181818182,5,0.45454545454545453,5,0.45454545454545453,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.2859931673987311,11,system_id,10000
fd,forward,0.05,1,ic2,2,20,0.0,0.0,1.0,6.0,7.200000000000003,9,0.45,11,0.55,12,0.6,13,0.65,14,0.7,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.001951219512195122,10,system_id,10000
fd,forward,0.05,1,ic2,3,24,0.0,0.0,0.0,9.0,16.0,13,0.5416666666666666,14,0.5833333333333334,15,0.625,15,0.625,17,0.7083333333333334,20,0.8333333333333334,11.527777777777779,11.570925000000003,0.06346666666666678,0.011673151750972763,8,system_id,10000
fd,forward,0.05,1,ic2,4,4,16.2,18.0,21.0,23.5,24.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14.833333333333334,14.8427,0.042500000000000426,1.0,1,system_id,10000
fd,forward,0.05,2,ic1,1,11,0.0,0.5,3.0,4.0,4.0,3,0.2727272727272727,4,0.36363636363636365,5,0.45454545454545453,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.2889214250854075,11,system_id,10000
fd,forward,0.05,2,ic1,2,20,0.0,0.0,1.0,6.25,8.0,10,0.5,10,0.5,11,0.55,13,0.65,14,0.7,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.001951219512195122,10,system_id,10000
fd,forward,0.05,2,ic1,3,24,0.0,0.0,0.5,14.25,16.0,12,0.5,13,0.5416666666666666,14,0.5833333333333334,14,0.5833333333333334,15,0.625,16,0.6666666666666666,11.527777777777779,11.570925000000003,0.06346666666666678,0.01556420233463035,8,system_id,10000
fd,forward,0.05,2,ic1,4,4,9.5,11.75,17.5,22.75,24.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.25,14.833333333333334,14.8427,0.042500000000000426,1.0,1,system_id,10000
fd,forward,0.05,2,ic1_ic2,1,11,0.0,0.5,3.0,4.0,4.0,3,0.2727272727272727,5,0.45454545454545453,5,0.45454545454545453,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.24011713030746706,11,system_id,10000
fd,forward,0.05,2,ic1_ic2,2,20,0.0,0.0,1.0,5.0,6.300000000000004,10,0.5,10,0.5,11,0.55,13,0.65,17,0.85,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.004878048780487805,10,system_id,10000
fd,forward,0.05,2,ic1_ic2,3,24,0.0,0.0,0.0,6.5,16.0,14,0.5833333333333334,15,0.625,15,0.625,17,0.7083333333333334,17,0.7083333333333334,19,0.7916666666666666,11.527777777777779,11.570925000000003,0.06346666666666678,0.011673151750972763,8,system_id,10000
fd,forward,0.05,2,ic1_ic2,4,4,3.6000000000000005,9.0,17.0,22.25,22.7,1,0.25,1,0.25,1,0.25,1,0.25,1,0.25,1,0.25,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,forward,0.05,2,ic2,1,11,0.0,1.5,3.0,4.0,4.0,2,0.18181818181818182,3,0.2727272727272727,5,0.45454545454545453,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.4138604197169351,11,system_id,10000
fd,forward,0.05,2,ic2,2,20,0.0,0.0,1.0,4.5,7.0,8,0.4,11,0.55,13,0.65,14,0.7,15,0.75,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.003902439024390244,10,system_id,10000
fd,forward,0.05,2,ic2,3,24,0.0,0.0,0.0,5.75,16.0,13,0.5416666666666666,14,0.5833333333333334,16,0.6666666666666666,17,0.7083333333333334,18,0.75,18,0.75,11.527777777777779,11.570925000000003,0.06346666666666678,0.011673151750972763,8,system_id,10000
fd,forward,0.05,2,ic2,4,4,14.2,16.0,17.5,19.5,22.200000000000003,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14.833333333333334,14.8427,0.042500000000000426,1.0,1,system_id,10000
fd,forward,0.05,3,ic1,1,11,0.0,1.0,3.0,4.0,4.0,2,0.18181818181818182,4,0.36363636363636365,5,0.45454545454545453,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.3406539775500244,11,system_id,10000
fd,forward,0.05,3,ic1,2,20,0.0,0.0,0.0,6.25,8.0,11,0.55,12,0.6,13,0.65,13,0.65,13,0.65,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.002926829268292683,10,system_id,10000
fd,forward,0.05,3,ic1,3,24,0.0,0.0,1.0,10.5,16.0,11,0.4583333333333333,13,0.5416666666666666,14,0.5833333333333334,14,0.5833333333333334,16,0.6666666666666666,18,0.75,11.527777777777779,11.570925000000003,0.06346666666666678,0.007782101167315175,8,system_id,10000
fd,forward,0.05,3,ic1,4,4,2.9000000000000004,4.25,10.5,17.25,19.5,0,0.0,0,0.0,1,0.25,1,0.25,2,0.5,2,0.5,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
fd,forward,0.05,3,ic1_ic2,1,11,0.0,1.5,3.0,4.0,4.0,2,0.18181818181818182,3,0.2727272727272727,4,0.36363636363636365,7,0.6363636363636364,11,1.0,11,1.0,2.5606060606060606,2.548790909090909,0.021300000000000097,0.48657881893606636,11,system_id,10000
fd,forward,0.05,3,ic1_ic2,2,20,0.0,0.0,0.0,1.25,4.500000000000007,12,0.6,15,0.75,16,0.8,17,0.85,18,0.9,20,1.0,6.104166666666667,6.095675,0.05850000000000044,0.002926829268292683,10,system_id,10000
fd,forward,0.05,3,ic1_ic2,3,24,0.0,0.0,0.0,4.25,16.0,14,0.5833333333333334,16,0.6666666666666666,17,0.7083333333333334,18,0.75,18,0.75,19,0.7916666666666666,11.527777777777779,11.570925000000003,0.06346666666666678,0.007782101167315175,8,system_id,10000
fd,forward,0.05,3,ic1_ic2,4,4,0.0,0.0,3.0,7.5,10.200000000000001,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,3,0.75,14.833333333333334,14.8427,0.042500000000000426,0.6666666666666666,1,system_id,10000
